HIPNum1	HIPNum2	distance
2021	91723	14.609729
8796	12623	14.611558
9640	5251	14.612834
1067	115806	14.612865
8903	13654	14.613647
9487	4979	14.614511
13268	21148	14.616140
14135	12444	14.616523
1562	3741	14.617252
3821	113561	14.618091
8102	4346	14.618466
2920	10718	14.618517
13701	16226	14.618550
8102	7118	14.621599
3821	8370	14.622964
6867	12653	14.624656
13847	15125	14.624673
746	109592	14.627142
6686	1639	14.627279
9347	4801	14.627300
7607	6512	14.627856
4436	1415	14.631747
9487	9655	14.633386
9487	5575	14.634173
3092	2224	14.637132
3179	8370	14.639139
6537	5074	14.639686
9347	14146	14.639793
9884	14649	14.640608
9640	14566	14.642819
2081	5348	14.644607
7607	2876	14.646204
8886	4023	14.649155
8832	11432	14.649315
2072	116820	14.652342
8102	12770	14.653399
677	3881	14.657094
10064	12690	14.657471
6867	5477	14.657593
8903	12832	14.657716
4436	1921	14.657915
13531	6999	14.658422
8645	10069	14.658662
4436	8796	14.658688
4436	1076	14.660501
7097	9487	14.662763
8796	4185	14.665384
4427	13347	14.665650
9598	7617	14.666066
14328	14354	14.666310
13531	13997	14.666964
4436	9983	14.669826
13701	9094	14.670853
6867	4932	14.674187
8903	13327	14.674327
13209	18246	14.676536
11767	51808	14.677390
9598	16177	14.678127
2021	104755	14.680010
3179	115171	14.681156
9884	10324	14.682065
8796	11698	14.683456
10602	3405	14.684007
9640	11279	14.684945
1067	5778	14.685244
5165	10871	14.688596
7097	10540	14.693975
5364	3834	14.695883
10602	13429	14.696923
10602	3277	14.697056
8796	12640	14.699616
8903	7943	14.699654
1067	117500	14.704244
3419	116901	14.704944
3179	10366	14.705074
8903	13061	14.706167
3179	116941	14.707939
10602	9318	14.708627
9487	7740	14.708842
9884	14748	14.710708
6537	10826	14.711800
14328	12057	14.712007
13701	13835	14.713278
6686	115990	14.713380
10064	4552	14.713850
7607	3988	14.714517
9236	3781	14.714692
6686	6411	14.715528
9236	19233	14.718505
9598	111532	14.719577
7607	14566	14.722592
10064	5034	14.723427
9598	2876	14.723835
2920	113919	14.723836
2081	761	14.725177
10602	7886	14.727840
7083	50	14.728104
2072	1708	14.728159
6867	12225	14.728584
746	111314	14.728985
7083	4200	14.732338
746	116941	14.732601
5348	10418	14.734010
13209	10328	14.735616
5348	10513	14.735821
14135	9706	14.736219
4436	8068	14.736390
8832	4382	14.737973
13847	17618	14.739504
3419	116889	14.740028
2072	183	14.746175
9884	5544	14.747395
2072	114159	14.748008
11767	108420	14.749017
8886	3965	14.749767
8796	13254	14.754915
6867	12608	14.755062
7083	88	14.755183
9884	5936	14.759646
765	116820	14.760182
5348	12653	14.760228
10064	14719	14.760431
8903	11484	14.761294
13209	17460	14.762969
8832	13654	14.764160
10064	15118	14.764318
10064	15323	14.765717
13268	5566	14.766472
7588	118234	14.767870
8903	5575	14.772780
765	114996	14.775675
7097	8998	14.777551
8102	12002	14.778912
5348	8882	14.779342
14135	14586	14.779938
14135	18255	14.780853
9347	8143	14.781115
8645	8209	14.782119
9598	4422	14.783265
5447	1076	14.783373
12706	11698	14.783546
3179	7078	14.783948
5348	115433	14.784538
3821	11569	14.789235
3179	112864	14.790595
7097	11678	14.792645
2081	4932	14.793310
13268	4962	14.793829
13268	5021	14.793837
11767	79280	14.793864
13701	14146	14.795250
9598	5928	14.795728
3179	9009	14.798082
9598	10227	14.798138
5447	137	14.798245
8796	4558	14.798248
3821	1501	14.801657
9236	377	14.801726
8102	12843	14.802974
5348	12871	14.804006
3092	1009	14.807904
9598	19454	14.809416
1067	114686	14.809511
5165	116737	14.810281
1562	117245	14.810574
13701	18339	14.810699
2081	930	14.811260
8102	3858	14.813262
746	113327	14.817179
9598	26638	14.818198
7097	11843	14.818423
5447	728	14.819060
5348	115908	14.819310
9598	1354	14.819340
12706	17120	14.822052
3419	1288	14.822345
8102	4164	14.824767
9007	11121	14.826051
5447	3083	14.826373
7083	11121	14.827230
8903	13702	14.827397
13701	17506	14.827578
8903	13834	14.828660
3179	115088	14.830970
6686	6813	14.831112
10064	5317	14.832381
9598	6486	14.832562
8903	4366	14.832583
14328	8127	14.833209
9884	14719	14.833308
2021	3489	14.833329
7607	10064	14.834459
9598	6242	14.838146
3092	8433	14.838172
2021	115908	14.840060
6867	9440	14.841098
9640	13775	14.841293
13268	19812	14.841505
3179	10438	14.841641
8903	7147	14.843518
677	1501	14.844256
8886	17056	14.844987
6537	2337	14.845244
3419	116957	14.849055
5364	2852	14.850879
1562	115257	14.852158
5348	13141	14.852417
5447	544	14.852996
7097	2568	14.855694
3821	3750	14.859601
6867	7387	14.860003
13209	12832	14.861411
9884	12990	14.863893
8832	6025	14.865807
8903	6776	14.866865
5447	10340	14.867928
746	109972	14.868819
9640	10633	14.869748
12706	15776	14.871527
8796	6711	14.871669
3419	6564	14.872591
746	5434	14.874611
4427	8475	14.874712
13701	18455	14.875479
2920	7825	14.875761
4436	4288	14.875865
7607	14632	14.876661
14328	6486	14.877135
9598	3649	14.877550
4427	4501	14.878017
3821	117221	14.878643
9598	112833	14.879885
3092	116119	14.881098
3179	8044	14.882182
11767	14862	14.882236
8886	2422	14.884754
4427	13178	14.885675
7097	7906	14.885706
13531	7719	14.886004
5447	5310	14.886556
3419	117314	14.890310
7083	3489	14.892450
9884	11603	14.893178
7588	16245	14.893792
8886	13732	14.894907
4427	116709	14.895916
5364	7363	14.898028
3821	12239	14.900774
13209	17203	14.905196
746	109556	14.906295
2920	10366	14.906319
11767	92112	14.907073
11767	79822	14.907214
2081	7886	14.908748
9598	13347	14.910697
12706	15244	14.911548
5348	8320	14.912720
13847	17007	14.915429
746	9009	14.916971
9007	13884	14.918150
3821	9163	14.918375
2920	9312	14.920750
1562	116422	14.921678
746	109585	14.921865
9884	10212	14.926180
13531	12305	14.926829
8832	10559	14.926858
5364	671	14.927895
10064	6669	14.930763
5364	910	14.933073
7097	3269	14.934571
13268	13949	14.934703
14328	13832	14.936483
7083	118234	14.938620
1562	115115	14.940957
7588	1647	14.946980
3179	114570	14.947143
8832	13702	14.948753
5364	9622	14.948856
8886	14566	14.948966
10602	17534	14.949237
7607	2377	14.952811
2021	26264	14.953171
9007	3521	14.953995
13531	11569	14.954807
6686	7651	14.955111
8903	5936	14.961584
7607	1302	14.961855
3179	6711	14.963694
13268	8044	14.964574
765	112117	14.965073
9487	7916	14.965423
13701	13782	14.965810
4436	10064	14.971707
765	112122	14.973114
7588	8882	14.975078
2920	114212	14.975910
2072	8320	14.976172
4427	112864	14.976614
10064	5650	14.978447
9598	10729	14.978500
4436	2497	14.979741
12706	11029	14.979941
9598	24003	14.980220
746	111325	14.980398
9007	7941	14.980758
6686	14328	14.983211
6686	4501	14.984817
10602	16245	14.985321
746	8016	14.987778
8102	4914	14.988155
8796	13905	14.990834
746	111674	14.992550
5364	1728	14.993064
13701	11671	14.993500
9640	15193	14.994468
5165	7921	14.996635
9598	16228	14.999112
9640	3414	14.999703
9884	14586	14.999756
3419	116971	15.001677
3821	8044	15.003220
13847	7886	15.003448
6867	11477	15.006553
677	5131	15.006593
3821	112998	15.007748
14328	22287	15.008517
1067	5571	15.009358
6867	7506	15.009434
9598	8115	15.010126
14328	20266	15.010516
4427	112724	15.011746
2021	798	15.012007
6686	3721	15.012146
677	5132	15.013302
7607	841	15.014045
2081	8320	15.014243
1067	5575	15.015653
5165	11925	15.015679
8796	10328	15.019807
6686	10819	15.021279
9884	8423	15.021688
9598	330	15.022112
9640	3478	15.022538
10064	13713	15.022558
10602	11293	15.023572
6686	5650	15.027095
10602	18275	15.030955
10064	7493	15.032602
13847	13942	15.033150
7607	14544	15.033675
14328	22300	15.036051
746	2225	15.037272
7588	15353	15.037607
3419	183	15.037828
1562	4979	15.038343
11767	70692	15.039774
9640	15219	15.040443
9007	13271	15.041596
8102	5951	15.041827
13209	18081	15.045139
5364	4164	15.045321
9347	13402	15.048666
1067	115250	15.048814
6686	115245	15.049848
14135	18033	15.050781
10602	3807	15.051169
2081	7643	15.051218
9598	4292	15.051974
4427	10350	15.054693
8796	7719	15.055334
2072	345	15.057304
2920	4446	15.057877
5165	5268	15.057900
13268	5251	15.058172
8102	12107	15.059371
11767	101260	15.063950
9884	14677	15.064709
4427	116728	15.065476
8903	13914	15.066113
4427	12692	15.066222
13209	14821	15.066412
677	5936	15.067468
1067	3992	15.069397
2072	114167	15.070310
5447	9621	15.070670
9640	8148	15.070801
9640	15404	15.070998
6686	16177	15.071124
9640	14328	15.071153
2920	117371	15.073036
13268	5589	15.073079
4436	2926	15.074032
7097	8796	15.075836
746	116292	15.076405
1067	2355	15.077135
9884	13328	15.077411
3092	2178	15.078672
8645	3909	15.078903
8903	6512	15.081336
6867	10871	15.081478
4436	4463	15.082006
3092	116365	15.082605
2920	9573	15.084819
5348	115713	15.085092
9640	3504	15.085178
3179	113501	15.085759
8645	12720	15.087542
9487	14135	15.089089
8886	116962	15.090820
9640	15444	15.091993
4436	116781	15.092134
9487	13717	15.096095
11767	46410	15.096328
677	6025	15.096693
9487	9110	15.097747
6537	9862	15.097859
8886	117450	15.098501
8886	10830	15.099650
12706	13108	15.102434
4436	5251	15.104658
13531	12821	15.104709
4427	112635	15.105060
2920	11020	15.106090
5364	5141	15.106384
10064	14668	15.106983
10602	17298	15.107437
746	109857	15.107874
9347	12786	15.108783
3821	1302	15.109800
3419	840	15.110890
7588	16531	15.111747
13209	9021	15.114300
7607	1009	15.114740
746	116728	15.117655
6686	115218	15.118447
3092	6714	15.120994
6867	3277	15.121045
1067	114641	15.123884
9347	12444	15.124064
8102	3436	15.125091
5348	10111	15.126410
13268	17846	15.128492
4436	106	15.129625
1562	3607	15.129648
765	5477	15.131296
9640	15669	15.132818
12706	13702	15.133297
10602	2937	15.134403
8903	6702	15.135391
5348	115510	15.135394
4427	112998	15.135482
9487	14143	15.135994
6686	8044	15.136387
12706	12390	15.136497
9884	12072	15.137166
9487	14104	15.137517
1067	3885	15.139385
13209	12153	15.139390
9640	5319	15.139900
8102	12444	15.140497
9640	5544	15.141636
3821	9480	15.142463
8886	116380	15.142711
8645	13421	15.143194
10602	13789	15.143561
4436	116824	15.143760
8886	7493	15.145128
9884	14514	15.147000
13847	19509	15.148581
8102	3607	15.152080
8645	13402	15.153230
11767	23442	15.154307
4436	117340	15.155812
3179	9163	15.158730
12706	8588	15.160913
2072	118277	15.162356
13209	8086	15.164003
746	4501	15.165737
11767	41011	15.166047
9884	14893	15.167261
4427	113684	15.169081
13209	9001	15.169262
5364	3185	15.174040
7607	12305	15.176041
6867	4577	15.176791
8832	5743	15.179045
3821	112864	15.179124
10602	3583	15.179347
9347	13363	15.179644
8102	8480	15.182430
5165	4852	15.182569
9598	5361	15.183265
9007	16509	15.183533
1067	114449	15.183672
6686	115395	15.183895
3821	113864	15.184261
8832	5737	15.184868
9640	11020	15.186034
8796	5493	15.186315
8796	10340	15.187920
6686	3572	15.189629
5364	1402	15.189685
6686	10924	15.189878
2920	11060	15.190707
1562	2381	15.191027
9884	12982	15.192178
8796	9983	15.193086
13209	11090	15.193209
13268	11090	15.193217
1562	115033	15.194659
2072	8552	15.195353
8832	13209	15.198482
3179	112508	15.199294
8886	16599	15.202707
10064	10732	15.204557
9487	13874	15.205756
1562	115404	15.206110
11767	63340	15.206301
7607	8886	15.206697
4436	117221	15.208540
3419	117541	15.208542
13268	14576	15.210797
8832	5034	15.213643
1562	6272	15.215923
9884	9809	15.216081
2920	115036	15.218983
8886	2497	15.219172
2072	7886	15.219692
9347	10642	15.221035
13701	14757	15.221763
7607	14392	15.223376
9884	8198	15.223421
8832	13834	15.223492
3179	6685	15.224409
2021	110838	15.224733
8903	11651	15.225206
10602	8369	15.225302
8886	6522	15.225420
5165	1195	15.227285
6686	16228	15.228661
3179	5493	15.228827
13209	8930	15.230194
3821	114162	15.230841
2021	27566	15.231506
13209	7906	15.231852
9598	16712	15.232929
6867	11867	15.236809
6686	14043	15.238582
11767	10350	15.238888
3821	115770	15.239244
8903	4510	15.240861
5348	13387	15.241159
12706	16369	15.244400
677	5742	15.244978
677	1948	15.245479
7097	2224	15.248843
746	2900	15.249275
8102	3834	15.251495
9884	12647	15.251517
5364	840	15.251566
3419	117756	15.251611
2072	113902	15.252492
2072	8240	15.254282
6867	9521	15.256488
6867	522	15.260076
10602	16285	15.262040
10064	11220	15.262338
8886	19730	15.262433
13847	7941	15.263447
14135	9631	15.264603
2920	114227	15.265234
13531	5542	15.270469
8102	3505	15.270895
8102	3175	15.271627
3179	7719	15.273597
5348	10035	15.275170
8903	12647	15.275905
14135	18907	15.277861
8102	10305	15.278770
1067	117491	15.279537
14135	9589	15.280689
746	109492	15.281271
7607	8362	15.281737
3419	118277	15.283777
5165	11231	15.284634
9236	8837	15.285067
4436	410	15.285564
8903	4520	15.285871
1067	3031	15.286029
9640	5175	15.286165
14328	13490	15.287980
8796	13490	15.288961
13531	12287	15.289893
8903	5319	15.290703
13701	17950	15.291427
4436	116941	15.292035
13268	6999	15.292380
8645	11474	15.292452
5165	116602	15.292583
11767	83317	15.293023
9598	11020	15.294249
9007	7213	15.297476
5447	841	15.298280
11767	114745	15.298776
2081	113902	15.299201
3179	112731	15.300936
3092	7444	15.301619
11767	87670	15.305567
6537	9326	15.306257
10064	10944	15.306396
677	3810	15.307245
3179	112635	15.307946
7097	11603	15.308998
11767	42249	15.309625
1562	116495	15.310271
9598	6093	15.310441
13701	9827	15.310876
9884	5034	15.312534
4427	14502	15.315870
14328	6242	15.316266
12706	16266	15.317034
7083	12708	15.318566
7097	5679	15.318796
7083	6631	15.319013
2920	112998	15.319298
9487	13951	15.324314
2920	6794	15.325179
765	3352	15.326434
677	2903	15.329034
11767	19222	15.329351
746	109017	15.329480
9347	4932	15.329864
765	115178	15.331360
8903	12200	15.332669
746	109005	15.333774
9007	11293	15.335002
10064	14748	15.335176
5348	1647	15.337566
9598	1269	15.338878
13268	16938	15.341862
10602	11802	15.342481
7588	3137	15.344553
1562	115142	15.345331
746	3604	15.347320
9640	4552	15.349603
9236	117088	15.349701
9640	4023	15.351078
765	112127	15.351529
9640	10729	15.351816
2920	6692	15.352872
6537	5824	15.355016
5447	10446	15.357108
13268	19129	15.358285
3092	116465	15.359864
13701	15807	15.360020
11767	23617	15.361397
9640	10227	15.362773
2920	9564	15.364635
8645	12843	15.365557
746	9990	15.369094
13701	12093	15.370061
13209	9110	15.370947
14135	18957	15.371269
8886	1296	15.375279
9598	2377	15.375301
8645	11671	15.378173
7083	12486	15.378204
8645	11072	15.381310
13847	8593	15.382192
5165	8957	15.382271
13531	20354	15.382323
8886	3801	15.382626
14328	13254	15.382726
6867	10320	15.385431
5447	11090	15.385718
2920	5518	15.386362
9640	15770	15.387137
5348	114996	15.387865
6686	5993	15.388482
8832	4366	15.389944
14328	13997	15.395035
4436	9222	15.395597
3092	4501	15.396586
2081	3405	15.396882
9236	6952	15.397140
9007	7643	15.397608
10602	2789	15.397867
7588	117088	15.401195
9640	3965	15.401660
5364	2954	15.402455
7097	2219	15.402746
12706	13654	15.403194
9347	11867	15.403811
677	115530	15.404028
4436	10340	15.404649
7097	2178	15.407096
9598	25911	15.409506
4436	116805	15.410554
7083	14187	15.411815
2081	114132	15.413420
4427	113561	15.413794
7607	12072	15.417407
3821	10944	15.417488
13209	18508	15.418125
9007	4879	15.418988
677	116631	15.419269
11767	9586	15.419546
4427	114924	15.422236
13531	7593	15.422826
9347	7276	15.423431
3419	2210	15.426754
9598	10633	15.426859
3419	443	15.426911
4427	116876	15.427177
13209	7874	15.427311
746	1501	15.427632
14135	17058	15.428890
7607	12287	15.429028
7097	5586	15.430425
10064	13965	15.430898
9884	14838	15.431348
10602	5300	15.434692
5165	950	15.434736
7607	14382	15.436168
14135	10642	15.437462
3179	116805	15.437709
2021	22871	15.438316
8832	5544	15.438886
13268	21452	15.438916
5348	25	15.439615
8832	12828	15.439639
7097	2926	15.439671
9640	5542	15.439697
13268	7651	15.439803
2920	112731	15.440866
9640	3801	15.440902
2920	11174	15.441501
8796	7436	15.442135
8886	18217	15.442526
4427	12273	15.445356
13701	18428	15.446118
5447	6492	15.446272
13531	7825	15.447831
3179	113864	15.448026
746	116805	15.449306
9598	8148	15.449494
8796	14232	15.449737
5364	10215	15.450135
746	3919	15.453424
10602	16015	15.453502
14328	13367	15.454234
1067	116928	15.454398
13847	20161	15.454785
2081	115510	15.454830
8886	19222	15.455225
10064	14893	15.456811
11767	79420	15.458386
13531	13176	15.458856
8886	17858	15.459689
11767	60044	15.460027
1562	115015	15.461731
746	108924	15.462125
11767	116728	15.468162
2920	3641	15.468328
7097	11484	15.470173
5447	4844	15.472088
3179	137	15.473148
3092	3632	15.473953
9884	7321	15.478890
9487	12444	15.479012
9007	15330	15.483529
12706	10215	15.484767
9007	15371	15.485303
8832	10670	15.485782
746	116582	15.487110
3821	6711	15.488589
10064	10155	15.488809
8796	14109	15.488946
10064	14376	15.490186
9347	13907	15.492267
14135	18993	15.494144
9487	9627	15.494837
9007	12608	15.497733
8832	5824	15.497767
11767	24254	15.497823
14328	8044	15.497946
1562	115126	15.498100
13268	14365	15.500964
9884	5483	15.503143
2081	114159	15.503913
8102	3455	15.505391
8645	3849	15.507459
4427	112670	15.508276
10064	4185	15.510438
3821	114714	15.510988
8832	3810	15.511037
2072	7643	15.511444
6686	13732	15.511776
3179	116292	15.512246
9884	14318	15.512989
5165	2210	15.516573
3821	7719	15.517890
14328	6093	15.518193
6686	16303	15.518322
13847	9440	15.518521
2920	114981	15.519027
1562	114939	15.519432
3179	118071	15.519493
9640	8115	15.520510
7097	3992	15.520581
6686	128	15.520940
13268	4422	15.522411
14328	12181	15.522645
8886	115770	15.524371
746	6087	15.525043
9007	12300	15.525480
8832	13914	15.526780
9640	5336	15.528151
9640	13268	15.530160
10064	15876	15.531284
3179	3881	15.531909
14135	9353	15.532554
8886	15547	15.533129
8903	4382	15.535013
13209	16591	15.535514
14135	18658	15.535922
4436	1982	15.536137
3179	112324	15.536428
8832	12022	15.537210
2920	7918	15.539728
13701	12447	15.541334
765	112374	15.542238
7588	14547	15.543315
6537	9347	15.544437
13847	15700	15.544664
13268	4440	15.546980
8796	4903	15.549042
14135	16537	15.551932
2081	7941	15.552084
7588	8320	15.552117
3419	7916	15.553352
13847	9677	15.553597
3179	365	15.553727
9598	108133	15.555264
7588	2629	15.555742
4427	5650	15.555990
7097	4979	15.556083
12706	8198	15.556284
746	108917	15.557972
12706	17086	15.559426
1562	5951	15.559601
8886	117472	15.560793
3821	112635	15.561166
2920	11279	15.561186
13701	18255	15.561367
4436	116631	15.562612
677	114686	15.563313
10602	12717	15.568566
10064	11313	15.568734
8796	3693	15.568800
9007	5992	15.570615
13847	9085	15.571278
6537	1803	15.573230
8886	117712	15.573480
9487	4906	15.574527
13847	9521	15.576555
14328	21972	15.577198
746	109190	15.578971
9598	115746	15.579265
9598	16303	15.579361
8832	12148	15.581950
12706	16779	15.582728
12706	7884	15.584724
4427	13268	15.584877
13701	16611	15.586579
1067	2100	15.588054
2920	1366	15.588360
9007	13847	15.590423
9347	13768	15.590827
746	109572	15.591102
13268	4475	15.592112
746	1302	15.593629
3179	8016	15.594039
9487	13954	15.595849
9884	10176	15.596977
8102	10826	15.597717
1067	4366	15.597828
8886	116728	15.598392
13268	6692	15.599379
10064	12777	15.599781
2072	5477	15.600821
7588	9313	15.602960
2072	114132	15.604405
7097	5034	15.604559
5447	3138	15.606456
9884	5319	15.608230
5348	2388	15.611647
3179	4903	15.618183
765	113784	15.620286
13531	10176	15.621654
8832	3685	15.627657
2072	8837	15.629196
13268	4383	15.630451
6867	12775	15.630980
10602	3170	15.631062
9007	13429	15.631155
6686	16281	15.631344
14135	11698	15.631640
2021	114699	15.633237
2081	115178	15.635847
3179	116582	15.638522
677	1009	15.638751
9598	18488	15.638946
3092	7513	15.639573
3179	114210	15.639820
3092	2903	15.640108
5348	9313	15.640946
8886	20266	15.642347
5447	8993	15.643798
9347	14086	15.647313
13701	9631	15.648266
4427	6411	15.649297
9347	12002	15.649930
8903	7884	15.651943
13531	19177	15.654547
9640	4212	15.656568
3179	5926	15.656621
8102	10234	15.656769
677	5550	15.656992
4427	14626	15.657147
8832	8404	15.657921
9487	14315	15.659758
3092	6711	15.659776
8886	1982	15.660244
11767	23582	15.663411
10602	3352	15.664763
13847	18275	15.667284
10602	2711	15.668322
3419	7580	15.669135
13268	19673	15.670775
6686	12777	15.671285
4427	6378	15.672701
9598	28532	15.673218
9236	17464	15.675535
6686	115088	15.679298
3179	113919	15.679581
7097	3885	15.681038
13209	17058	15.681354
8645	12530	15.682548
14328	7593	15.683077
8832	12160	15.684526
13531	5336	15.685001
746	115036	15.685213
6867	2210	15.685845
8903	5175	15.688319
14135	18859	15.688754
9347	6539	15.689696
7588	11043	15.691382
1562	114855	15.691411
4427	14791	15.694576
13209	18485	15.697186
1067	117073	15.697916
7097	4510	15.699126
3821	116584	15.701111
3419	154	15.701269
4436	8714	15.701393
5364	1170	15.701632
10064	6087	15.702246
7097	2213	15.702844
5447	1372	15.702880
746	110725	15.703000
7588	107	15.705921
5447	118071	15.706025
677	476	15.706548
7607	14914	15.708068
5447	3300	15.708840
9007	5661	15.709543
8886	117957	15.710346
2072	4577	15.713129
13531	8922	15.714039
746	114200	15.714086
5364	983	15.715941
9347	8230	15.716028
6686	115770	15.718958
13847	7443	15.723393
6686	106	15.723986
8102	6502	15.724629
5348	115537	15.725649
9640	10718	15.727945
6867	13271	15.728807
2081	4363	15.729860
6537	7363	15.731904
9347	13147	15.736454
9884	9706	15.736629
9598	17342	15.737001
3092	7818	15.738716
13268	4292	15.738796
9487	14040	15.740351
13701	13197	15.740527
14135	18141	15.741465
9236	15884	15.742220
7588	3903	15.742509
9884	12287	15.742796
4427	3919	15.743022
2920	112641	15.747059
7607	106	15.747139
1067	117887	15.748810
13531	17585	15.749200
5447	9859	15.750104
9236	19780	15.752245
677	6193	15.754745
2081	4829	15.762823
9347	12186	15.762849
13268	12623	15.763036
5364	355	15.763183
2920	4436	15.763788
11767	25322	15.765040
6686	117551	15.766549
9598	418	15.768038
2021	43908	15.770971
2081	8552	15.771596
9236	18592	15.772359
3419	116758	15.773789
6537	11345	15.774254
6867	9677	15.774473
13701	9862	15.776116
13209	14887	15.776212
9640	15863	15.776371
7607	15004	15.776618
3092	6706	15.777289
3821	116380	15.777458
9598	22783	15.778834
6686	116380	15.778844
9640	15988	15.782412
13531	21730	15.785943
6686	1372	15.787468
13531	12072	15.787762
2920	115261	15.787934
13531	7918	15.788606
8886	117863	15.788726
13701	18543	15.788834
8886	8475	15.788911
2072	8593	15.790242
3092	6732	15.792245
12706	14514	15.792413
2920	112508	15.792768
12706	17563	15.793020
7097	6717	15.793776
5447	3801	15.801472
14135	16641	15.801590
14135	14838	15.802159
12706	17506	15.802593
677	2225	15.803635
3092	117718	15.804141
9640	13061	15.806250
9347	4164	15.806587
10602	18592	15.806882
3419	6502	15.807315
5348	11001	15.807541
1562	253	15.807822
9347	4104	15.808719
1562	3185	15.808832
5165	12225	15.809684
11767	128	15.810831
10064	13462	15.812500
6867	3405	15.812539
1067	417	15.816109
8903	7007	15.816401
13531	5361	15.816889
8832	10644	15.818009
5165	7361	15.818721
8886	4786	15.821351
9884	11484	15.821871
4427	10944	15.824468
9598	109693	15.824923
13531	13257	15.827178
14328	21452	15.830030
5447	3093	15.830838
5364	5346	15.832178
10064	11678	15.832242
6686	10814	15.832936
765	112832	15.833507
10602	4200	15.833770
7588	522	15.834206
8102	5594	15.834569
4436	7874	15.835218
5348	114948	15.835793
1067	1630	15.837305
13531	21727	15.837806
7097	11578	15.838003
14135	18788	15.841757
9598	3334	15.842009
8832	12272	15.842060
2021	5268	15.842098
9347	12107	15.842392
9640	16252	15.842596
13847	13197	15.842704
1562	3765	15.843673
9884	15110	15.846476
3821	12692	15.847205
677	5310	15.856373
9236	19805	15.856515
13268	4998	15.856704
746	10438	15.856721
3179	112641	15.856870
8903	3685	15.857788
6537	4655	15.858304
13701	18606	15.860624
1067	5074	15.860735
4427	117712	15.861122
8796	8044	15.861582
10064	8159	15.861691
9640	3231	15.863606
3092	5650	15.863677
1562	5833	15.864392
14135	18975	15.864471
9007	16339	15.865275
5364	5074	15.865481
13531	8814	15.867133
746	8068	15.867244
6867	25	15.868043
5447	410	15.868495
3092	5993	15.868861
9007	4770	15.868955
13268	21730	15.869514
8832	13061	15.871720
5165	8983	15.872041
5165	117219	15.874412
13531	5240	15.876970
765	115433	15.878230
10064	7981	15.879682
2021	112924	15.880112
8102	12964	15.881693
7588	6592	15.882011
9007	2578	15.882215
7607	15193	15.882560
2021	90606	15.886554
13701	17805	15.886638
12706	9372	15.887641
13531	6813	15.887895
2920	115755	15.889921
13209	18471	15.890407
14135	18805	15.891750
677	114189	15.896467
6867	12186	15.899616
13268	9480	15.899873
11767	47119	15.900279
10602	7941	15.900963
13701	15643	15.901130
2081	114167	15.901766
9598	21452	15.902154
2021	88599	15.904116
677	6315	15.905203
3092	115591	15.908229
8903	3693	15.909130
12706	17457	15.915658
3179	115770	15.916982
10064	15338	15.917028
13701	18647	15.918315
5447	9153	15.919692
10064	5494	15.920645
9598	4383	15.921074
9598	113864	15.921142
9640	2900	15.921632
6686	16712	15.922683
2072	3170	15.923248
746	114745	15.923990
3092	8423	15.924917
3821	11313	15.925653
2920	112864	15.926361
1067	116495	15.927209
4436	116582	15.931019
10064	5742	15.931356
8886	12777	15.931688
4427	3604	15.931774
4436	116354	15.931779
10064	11465	15.933202
3821	112508	15.934228
7607	1575	15.936919
7607	11784	15.937580
3821	11220	15.940286
9487	4655	15.941012
11767	59291	15.943262
677	1772	15.943743
7607	15219	15.944691
7097	6429	15.947913
9007	2484	15.948401
746	10227	15.951383
9007	2487	15.951435
13268	17529	15.951838
5165	7955	15.957805
8886	117301	15.959248
2072	7941	15.959498
9640	5679	15.960019
8832	4510	15.960553
5447	5454	15.962162
9236	17678	15.963358
3419	116624	15.964260
746	10379	15.964371
5348	7443	15.964791
6537	5737	15.965969
4427	12686	15.965969
3092	8796	15.966026
11767	31703	15.966254
2072	4932	15.967363
8903	4889	15.967600
6537	5743	15.967918
3419	117107	15.968196
746	8598	15.968611
9598	11279	15.969166
6537	1939	15.969377
9236	20020	15.969461
4427	6813	15.974342
5447	6714	15.975122
5348	14240	15.976326
14328	18067	15.976526
13847	17464	15.977992
6686	7719	15.978349
9236	117105	15.979471
2920	7513	15.980454
9487	5799	15.980831
13209	16425	15.981143
7607	5566	15.981214
1562	6537	15.982938
5447	8544	15.985037
13531	5251	15.987033
2021	101570	15.988818
11767	111532	15.990046
3821	7650	15.990862
6686	4675	15.991613
2920	113288	15.992150
1067	115389	15.992716
3821	10830	15.995263
13701	10326	15.996369
11767	39117	15.997041
8903	3810	15.997678
13268	21727	15.998903
1562	6539	15.999228
9640	15204	16.000303
8886	19018	16.001820
14328	21823	16.003400
2021	11479	16.004238
6686	6378	16.006949
9598	16281	16.009654
8645	12387	16.010009
9487	7447	16.010539
7588	16368	16.010967
4427	117956	16.011108
4427	4675	16.011214
8886	17707	16.013522
13268	15282	16.014714
8645	7884	16.018464
9884	7819	16.020142
13701	10273	16.022125
5364	1331	16.022130
13847	18723	16.024062
2072	7978	16.024220
746	9505	16.026184
746	114981	16.028380
9884	5175	16.030141
9347	4363	16.030641
5447	10053	16.032066
9640	11415	16.033657
9884	4558	16.034431
7607	5936	16.035019
746	108505	16.035778
3821	11465	16.035842
13701	9589	16.036867
9598	13178	16.037474
7607	9570	16.038320
9884	4463	16.038351
6867	88	16.038594
9007	8928	16.038894
14328	22854	16.041164
13847	7643	16.043638
3419	8209	16.052091
12706	17595	16.052109
5348	115759	16.053293
2072	761	16.053426
9640	4889	16.055972
7607	14668	16.057228
