HIPNum1	HIPNum2	distance
3821	6692	11.103054
13209	13490	11.104432
1562	116758	11.106697
14328	8771	11.108079
4427	115990	11.113022
9598	21247	11.114949
11767	48017	11.122886
3821	116991	11.123089
3821	10379	11.125921
2920	8046	11.126182
6686	302	11.127053
2081	116231	11.128090
8796	8922	11.129341
9236	16368	11.131004
14328	15118	11.131044
3821	967	11.138898
5364	8664	11.141584
765	114159	11.141699
6867	11407	11.144393
10602	15655	11.144524
3419	5485	11.145004
4436	137	11.145969
6537	5510	11.146449
3821	8771	11.146923
3179	115590	11.149975
13847	9313	11.150952
8796	8814	11.151041
13268	8362	11.154254
13268	19412	11.154317
3419	6789	11.157032
9598	10623	11.157076
8832	6193	11.160050
13847	16672	11.160069
7097	9706	11.162325
13701	11687	11.165502
14328	9222	11.167292
2920	5317	11.169528
13701	10215	11.169671
9598	8020	11.171710
8102	8094	11.172031
10064	5936	11.174515
7083	8514	11.178734
8645	5164	11.178736
14135	11046	11.178981
3419	6272	11.179448
2920	8847	11.179835
2021	20049	11.185142
677	115623	11.186756
9347	7118	11.188799
14328	17587	11.191315
8886	14382	11.191398
4427	5926	11.191751
13268	19400	11.191788
4427	4786	11.192589
8903	5494	11.192900
2920	5566	11.194248
5447	7651	11.195755
14328	14887	11.197620
8645	6427	11.197754
1562	116957	11.197768
13531	9983	11.198424
5348	5992	11.200454
8796	12719	11.202889
6867	2383	11.202914
7588	8837	11.203559
13847	12122	11.203927
7083	8820	11.204912
3179	9220	11.206279
8903	12640	11.208105
5447	9570	11.210536
12706	12107	11.216168
3821	5518	11.217144
7607	6514	11.217667
8796	10732	11.218713
6537	8778	11.221566
5348	107	11.224327
6686	13700	11.227540
7607	4383	11.228359
9487	7535	11.229387
3179	8598	11.234144
7097	5346	11.234225
7607	10379	11.234587
8645	11261	11.236102
6686	4786	11.238892
2072	2789	11.244423
9487	6687	11.245269
13531	19400	11.246748
1562	1728	11.248364
13268	8068	11.249842
9236	16531	11.250315
14135	17595	11.250607
7097	5494	11.257912
3821	9564	11.258080
14328	8598	11.259638
7607	10176	11.259669
6686	379	11.260111
2072	6867	11.262185
3419	253	11.263301
746	1372	11.263497
3179	7050	11.263926
14328	17932	11.265799
8796	6714	11.266193
9347	6748	11.267243
7607	2497	11.272952
6867	2472	11.274298
8645	12107	11.275476
6686	13178	11.275550
3821	6087	11.277515
6686	9480	11.278158
13268	15209	11.279678
3179	116876	11.283539
7607	2900	11.283958
8645	5121	11.286834
5165	107	11.287240
5165	3405	11.287971
7607	12686	11.289010
9640	6512	11.289194
8796	7818	11.289479
2920	8598	11.290263
4436	4366	11.291139
14135	10723	11.292077
9598	116380	11.292359
9487	9372	11.294676
13847	9459	11.297284
12706	12002	11.300217
4436	3083	11.302641
5348	522	11.305281
3419	118081	11.306347
14135	13327	11.308311
7097	3675	11.311896
5447	1630	11.312330
8796	6492	11.312976
9884	9295	11.317821
5348	1599	11.318003
14135	16369	11.319900
6867	7955	11.320158
765	114131	11.325863
5348	11258	11.332167
3821	115395	11.337750
8886	1354	11.338985
677	116365	11.339143
2072	115496	11.339400
5165	10138	11.340709
9598	19673	11.340964
6686	10366	11.344185
14135	11249	11.344467
9598	22152	11.345842
7588	10513	11.348479
10064	6025	11.349519
1562	4147	11.349649
8645	7679	11.350726
677	116307	11.351909
11767	9568	11.354048
8903	10220	11.356985
9598	379	11.357560
9347	10215	11.359076
3821	115590	11.361709
14328	15890	11.362095
7097	3685	11.367120
4436	2583	11.368045
765	5300	11.372974
7607	3881	11.373056
13847	17493	11.374387
14328	17891	11.379105
7588	10418	11.382006
10602	5477	11.383600
677	4317	11.386569
9640	4903	11.388096
13701	17214	11.392891
5364	1803	11.394544
5348	3137	11.395306
5447	1493	11.395598
13847	13907	11.398781
2021	14131	11.399672
4436	8922	11.400314
13268	17358	11.402062
2920	115996	11.402874
2081	118234	11.403062
1562	1331	11.405109
14328	20380	11.406702
8832	12189	11.406871
5364	2353	11.407426
3179	379	11.410358
7607	7321	11.411113
2081	6867	11.413803
3419	6960	11.414797
8832	5132	11.415245
9236	8593	11.415742
6686	12821	11.416448
7097	4463	11.416512
14328	14791	11.416717
8832	5131	11.419334
13531	14502	11.420112
8102	8233	11.420297
9884	6193	11.421462
3092	3685	11.422141
7097	10306	11.422152
12706	16226	11.422318
13531	8475	11.423837
6537	3193	11.423963
5348	8837	11.424006
10064	12768	11.426212
3092	6514	11.426601
4436	841	11.428451
3092	1086	11.428758
8903	5132	11.429017
13268	14668	11.430980
8903	5131	11.432096
14328	8714	11.434342
9007	12413	11.435457
9007	6592	11.441516
765	114167	11.443110
9598	20776	11.445257
7588	14240	11.445397
746	112724	11.445727
1562	5121	11.449322
7588	12653	11.450164
4427	11020	11.455886
13268	10438	11.461058
8832	10324	11.461234
3179	841	11.463218
8832	9809	11.464915
13531	19167	11.464940
3179	117956	11.470735
12706	14439	11.471563
6686	12692	11.471856
4436	8086	11.472505
3821	117265	11.472593
13209	13832	11.478582
765	5862	11.478677
10064	8044	11.479848
7083	4770	11.482524
8886	16177	11.485675
3821	7493	11.489194
9640	12200	11.491110
5447	4317	11.496070
6867	7361	11.497129
2081	115496	11.497580
3179	7493	11.498778
9884	12200	11.498909
9884	7436	11.504300
8832	11249	11.505175
6686	3300	11.506632
3092	4903	11.507564
2021	5992	11.507772
746	115996	11.507820
4427	115245	11.509575
1562	3717	11.512236
9236	1599	11.512998
3821	3641	11.513339
4427	8598	11.517098
8832	12640	11.517477
9640	13997	11.518702
9640	11432	11.522504
2021	115756	11.522736
14135	17506	11.524483
6867	10602	11.525072
3821	8714	11.525318
3419	6748	11.525542
9236	11925	11.529398
9598	22361	11.529507
1562	4914	11.534776
1067	3786	11.535868
9884	10064	11.536395
9884	11651	11.537665
9884	13165	11.538733
13209	17181	11.540349
2920	8020	11.540977
3179	115218	11.542211
2072	6952	11.542510
11767	15547	11.546812
6686	5926	11.547813
1562	5164	11.554131
5165	8514	11.554229
1067	3269	11.555279
5165	10035	11.555473
2081	5042	11.555781
10064	13949	11.559139
9640	10115	11.559533
8832	10212	11.560220
2021	8928	11.563628
4436	8930	11.565212
4427	115218	11.565332
13701	17167	11.570261
4427	115395	11.571456
13531	13700	11.573267
5165	7588	11.573345
7083	12653	11.573971
3179	8886	11.575613
9347	11029	11.576886
14135	11261	11.578574
14135	16341	11.579061
8796	9627	11.581798
13701	17378	11.582059
8102	11783	11.582169
746	114714	11.584387
13847	11925	11.586510
3179	115245	11.586847
10064	13209	11.589524
13209	9132	11.591531
9598	17884	11.592834
746	7050	11.594054
9487	12584	11.594651
5447	8044	11.596762
9884	6315	11.598343
746	7617	11.602122
5165	10111	11.605653
5364	4979	11.610010
6686	7493	11.613327
2081	50	11.614996
5165	730	11.617676
5447	5434	11.621313
1067	399	11.627172
10064	10814	11.627601
9640	14365	11.629221
9598	114984	11.629577
9487	12720	11.630375
4427	3083	11.630382
3092	2213	11.632501
3419	1499	11.633017
13268	13036	11.634267
14328	19343	11.634340
8903	8086	11.636346
3179	3919	11.636684
746	111797	11.638684
13268	19823	11.639048
13531	9220	11.640855
2072	116231	11.641348
4436	8127	11.642782
13268	12768	11.645936
8903	11486	11.652934
1067	3760	11.657514
8886	1269	11.659571
13531	7963	11.660471
13847	14879	11.665469
13531	19018	11.666103
10064	9153	11.667579
8886	14392	11.667805
677	4552	11.671221
8645	5951	11.672315
11767	31940	11.678499
12706	10642	11.680095
7097	9884	11.684363
7097	5074	11.685331
746	5518	11.685585
6867	2240	11.686599
11767	80480	11.688211
13847	15884	11.688928
765	2663	11.692206
13701	11046	11.694032
7588	7115	11.698571
14135	14293	11.701186
7083	5661	11.701673
8886	16228	11.708128
3821	7607	11.708337
9598	4283	11.708624
3179	3604	11.709682
1562	2237	11.711057
10602	14913	11.711436
746	113501	11.711653
3179	9505	11.712905
2920	8771	11.712972
11767	81428	11.714918
13847	16628	11.716003
9598	302	11.719534
8645	6717	11.720053
3092	117503	11.721639
4436	9001	11.722211
13701	17395	11.722910
13847	16509	11.723267
9598	5688	11.725126
3179	8771	11.725353
5447	1123	11.726802
8832	5494	11.729038
8903	5483	11.730809
11767	6261	11.731086
746	7593	11.736764
6686	7607	11.738193
14328	20070	11.738486
9236	9022	11.739035
3179	7607	11.739331
8886	8598	11.745376
10602	5862	11.750639
765	4770	11.750908
5165	25	11.752826
7083	8957	11.753938
10064	14354	11.754067
14328	18505	11.755639
14135	14060	11.756021
9598	14626	11.756247
8886	695	11.757772
3092	7147	11.758539
8796	12072	11.759923
6686	117447	11.765126
13531	13949	11.765286
677	4288	11.768346
3821	10718	11.770405
7607	6140	11.771449
2920	6813	11.772446
12706	14060	11.774758
746	8020	11.774971
4436	9021	11.775485
14135	14168	11.775683
2072	7115	11.776304
677	114725	11.776370
9640	13328	11.777468
13268	11569	11.779225
7097	4655	11.780996
14135	14318	11.781036
3821	10633	11.781296
8886	531	11.781725
7607	2611	11.784299
14135	17457	11.785431
2021	114408	11.786952
9236	15968	11.787578
11767	104105	11.788061
3419	2661	11.790324
13209	12181	11.791489
10064	8993	11.791728
13209	9570	11.792179
9640	4675	11.795266
14328	20234	11.797332
9007	8641	11.798959
10064	13036	11.801129
8796	9110	11.801605
13268	16499	11.802806
1067	1076	11.804010
8832	10280	11.806446
7607	9001	11.808850
7083	7921	11.811771
7607	2505	11.815541
5447	2225	11.819086
8886	379	11.819807
9236	15840	11.820600
6867	9207	11.820980
8102	5259	11.821083
5447	4911	11.821688
3821	115218	11.821802
6686	1921	11.823078
2081	3527	11.823906
9007	14187	11.828085
12706	15900	11.829581
3821	7965	11.829993
3821	115245	11.830405
677	115148	11.830809
5348	9149	11.832472
6537	10215	11.834613
2920	115395	11.834644
5165	7643	11.835991
9007	11231	11.837019
2021	118322	11.839894
746	8046	11.840031
11767	116727	11.841081
2021	11001	11.845770
9347	12562	11.845865
7607	9021	11.846472
3821	10729	11.846940
8886	5251	11.847423
5364	8688	11.851488
2021	3330	11.854385
2920	8714	11.855463
8645	10326	11.856212
8903	8198	11.861483
677	1575	11.865610
4436	1372	11.866901
7097	10212	11.868192
8796	7359	11.871068
6867	11121	11.871876
5348	11102	11.872033
765	3277	11.873490
5348	118092	11.874348
3419	4577	11.876687
5165	8820	11.876756
8886	302	11.877898
8832	9706	11.879936
9640	4911	11.883614
9007	3277	11.886778
3179	114622	11.889061
14328	8148	11.890001
7588	5896	11.890220
10064	6711	11.890690
1067	3697	11.891921
6537	9572	11.895131
9347	11524	11.895137
13209	10155	11.897903
8645	12390	11.899216
6537	6061	11.899373
1562	116624	11.900017
2920	114924	11.900147
13209	14318	11.902811
5447	6087	11.903118
9347	13288	11.904757
8886	15192	11.904801
7607	12692	11.906586
1562	238	11.906756
7607	8930	11.907688
8796	12744	11.909540
13531	18488	11.909928
1067	116264	11.910465
8886	12686	11.912788
10064	12744	11.914784
8102	4587	11.915316
13268	19983	11.917189
13701	15800	11.917511
10602	12708	11.918493
8796	5550	11.918553
12706	8998	11.919697
9640	14264	11.920933
746	112641	11.924154
10064	12189	11.924930
5165	7941	11.928048
9347	7955	11.931699
7097	4288	11.935882
8796	13061	11.937713
7607	5550	11.938761
2920	5589	11.938852
8903	11548	11.940774
3179	9990	11.942939
765	114407	11.945516
677	115250	11.945641
12706	14168	11.945695
7607	8046	11.947526
13268	12821	11.948350
5364	9094	11.949637
8796	6732	11.950013
6686	117957	11.952180
2072	115759	11.952221
13531	7617	11.952626
8903	8433	11.955660
13847	18199	11.957720
13268	17884	11.958608
14135	17086	11.962344
8886	17296	11.963575
1562	5296	11.964517
746	117956	11.964674
10064	7651	11.965306
10064	8370	11.968381
5447	9977	11.968716
6686	13268	11.969207
9007	3807	11.971680
5447	7874	11.972549
4427	8068	11.973773
7588	13884	11.974828
6686	2628	11.975499
746	7963	11.978591
9598	114745	11.978985
9487	6283	11.979889
14328	20156	11.980168
6686	9222	11.980174
4427	3750	11.985780
9598	13665	11.987139
8102	11072	11.987353
11767	9727	11.988055
8832	6315	11.989561
3092	5310	11.990383
677	1086	11.990498
13268	9163	11.991762
14328	17846	11.992664
9347	9207	11.993953
9007	3405	11.995532
3821	10115	11.995998
10064	10795	11.996203
9347	13197	11.996254
9884	12803	11.996781
7083	12775	11.999244
9236	14131	12.000732
4427	11569	12.000996
8886	207	12.001359
7083	12484	12.001409
10602	16509	12.001501
13268	18212	12.004580
4427	10115	12.004787
5447	6999	12.005126
7097	10732	12.005483
13531	17932	12.005826
13209	14354	12.006110
8102	5170	12.006397
8886	17585	12.008388
6686	117450	12.010122
8903	5772	12.011453
14328	9220	12.012840
13209	12803	12.015162
12706	14821	12.016182
8796	7444	12.016828
12706	13327	12.016924
10064	6315	12.017353
3179	8714	12.017672
3092	1168	12.019443
3179	117265	12.020365
7588	1599	12.022212
6686	117430	12.024018
746	115770	12.027236
9598	8046	12.027983
14328	8115	12.030223
677	4889	12.031807
12706	14293	12.033590
2920	116584	12.034332
4436	8433	12.034378
8645	12444	12.036941
2081	730	12.038612
14135	12803	12.039875
13531	14576	12.040227
4427	4298	12.040442
13268	6486	12.040688
9007	3583	12.044453
7097	10324	12.045559
3821	4501	12.046994
746	3504	12.047102
3092	117073	12.052866
4436	118071	12.053044
10064	5550	12.053282
8796	4510	12.053450
8796	6706	12.059914
3419	355	12.060135
6867	11102	12.060213
4427	8771	12.061057
677	114607	12.063043
3179	2900	12.063060
6686	117863	12.064459
11767	65595	12.064465
13701	17086	12.065480
677	2219	12.066353
9007	4563	12.067063
9640	14576	12.067303
2081	117931	12.072507
12706	11843	12.073627
5447	1208	12.073755
9487	7276	12.075063
8886	16319	12.075387
5165	9951	12.077310
12706	12803	12.079958
7588	798	12.082593
7588	4890	12.084349
2081	6952	12.088107
746	2628	12.088182
2021	104382	12.089935
7588	11407	12.093563
3419	1708	12.098269
4427	9480	12.099476
10602	13141	12.101863
7607	9977	12.102145
13701	11033	12.102618
7607	4292	12.103649
8903	12784	12.107168
2920	6312	12.107537
1067	1215	12.108242
9347	12122	12.108786
1067	34	12.108852
7588	13429	12.112436
1067	3693	12.112736
9007	2937	12.113376
8886	3544	12.113949
8886	16303	12.115709
14328	19812	12.116946
9884	13834	12.117354
11767	47884	12.117714
10064	8127	12.118739
9007	5268	12.120623
9640	14668	12.120713
8832	7243	12.120747
3821	117371	12.121646
7588	2256	12.124838
9640	14354	12.126549
2021	4879	12.126930
10602	4829	12.130360
8832	12784	12.132774
2021	23148	12.136370
5348	88	12.143557
7083	12611	12.144381
9640	10280	12.145981
7588	12717	12.146683
7607	12768	12.147574
7607	4422	12.151112
8645	11046	12.152630
4427	11279	12.154140
2021	2889	12.158258
9640	9505	12.160654
13847	8882	12.161504
1562	117629	12.165160
8832	7505	12.165462
4436	8370	12.166791
9007	7443	12.170304
3092	4267	12.170832
746	111795	12.170914
1067	171	12.173852
13701	13288	12.175331
5364	5315	12.176208
11767	87293	12.183238
13209	13327	12.183490
13847	17304	12.184055
9347	7361	12.185011
3092	5571	12.185104
12706	16358	12.185695
13531	17296	12.186275
9640	7786	12.186574
12706	15230	12.187626
2081	7115	12.188231
9487	10396	12.191095
7097	5141	12.194563
4427	11060	12.194958
3179	6999	12.196261
1562	5364	12.196752
8886	8771	12.196980
4436	6193	12.198394
13847	15357	12.201527
9598	5021	12.204829
7097	6061	12.205230
9598	117371	12.207601
5447	10064	12.207720
2021	10418	12.208432
14135	17805	12.208852
9884	13914	12.208922
9598	114222	12.209005
7607	1921	12.209553
7588	5862	12.211174
7083	7213	12.211297
8886	274	12.214197
746	4786	12.214428
5348	3903	12.214446
3179	4675	12.216155
8645	6429	12.217053
6686	117472	12.219587
765	655	12.220842
9236	17440	12.221448
677	5034	12.221660
2081	2937	12.223252
8903	12489	12.229450
2920	114622	12.229575
8832	11427	12.229578
9598	207	12.231059
13847	14086	12.232755
9007	14749	12.233391
14328	16938	12.233469
8645	8998	12.234930
5165	7387	12.238977
7097	6193	12.240786
13209	16518	12.244176
9884	5742	12.245736
8102	7999	12.251728
14328	15309	12.254384
2021	107423	12.254784
8645	9061	12.255271
1562	116060	12.260819
5447	1086	12.263121
3419	930	12.265741
14328	20772	12.266033
2920	3299	12.266513
3179	5650	12.266616
12706	15203	12.268345
6686	118243	12.273684
9236	11095	12.277112
746	6692	12.277449
8796	7513	12.278270
5165	50	12.284274
7607	1982	12.284393
7083	8369	12.284915
8903	12744	12.287259
10064	11578	12.287801
5165	8369	12.287831
5165	9685	12.288529
7083	8983	12.289430
4436	3300	12.291287
14328	15520	12.291620
3179	2225	12.295939
13847	18213	12.296006
10064	9163	12.300367
3179	114365	12.301999
13209	9153	12.303415
2021	98086	12.312413
4427	12239	12.314000
14328	20456	12.314507
8886	16712	12.315314
677	4463	12.317916
13531	14791	12.319309
12706	9622	12.323305
13531	14365	12.325594
4436	1639	12.327451
9236	12653	12.336062
2021	17678	12.336447
13531	19949	12.338332
5447	3693	12.339899
8886	16281	12.343813
10064	14365	12.344337
9640	14544	12.345884
2021	10513	12.347542
3179	10227	12.348135
11767	2422	12.350208
677	116030	12.351667
13268	8475	12.353996
8886	17587	12.355684
5447	699	12.356085
10064	9836	12.356087
5348	6867	12.356614
6537	10396	12.357124
8832	5081	12.358230
10602	13387	12.358396
6686	14502	12.359818
677	3231	12.365329
1067	4558	12.369592
6686	4298	12.369982
5165	118234	12.370590
8886	17884	12.372441
5364	9237	12.373986
3179	4446	12.375844
9640	4501	12.375859
5447	8127	12.380176
9487	5833	12.380945
11767	99255	12.383414
7097	8404	12.384050
3419	4932	12.384414
14135	14355	12.385236
10602	12486	12.386232
2021	1599	12.387143
9236	7189	12.389010
13701	11907	12.390749
2072	1288	12.392970
9598	115770	12.396196
7083	7941	12.396666
4436	63	12.398020
1562	117491	12.399632
14328	9163	12.401914
2021	102162	12.405620
8796	6981	12.405760
13847	11102	12.408112
13531	8046	12.408582
5364	6432	12.409618
9007	2789	12.409758
6867	6502	12.409915
3821	11020	12.409955
13531	19823	12.410080
5447	4288	12.410981
5447	3414	12.413233
8832	12153	12.414280
2072	7083	12.414405
9884	11840	12.415876
12706	8833	12.416686
3419	117629	12.418858
746	3478	12.419278
13701	17136	12.424737
6686	12686	12.425374
746	4298	12.425722
3419	1158	12.425821
3419	7345	12.426853
7607	13462	12.427538
7588	11001	12.427554
8796	12287	12.429367
8796	4552	12.437420
5165	7506	12.440742
5165	10602	12.441818
765	113657	12.442997
6867	2256	12.443556
11767	1296	12.445073
13531	15890	12.446047
2920	9505	12.447077
3179	114924	12.448969
9007	14930	12.450870
8645	6960	12.451743
1562	115906	12.454675
3821	6999	12.455042
9884	13654	12.456512
10602	8641	12.459058
5348	9318	12.459249
5447	9640	12.460490
13701	11108	12.464577
6537	3576	12.465077
9007	14240	12.468659
9347	10396	12.470181
6686	14626	12.470461
8102	11907	12.471126
7588	3583	12.471544
8102	10642	12.471620
4436	7493	12.473385
13268	6242	12.474084
14135	16779	12.474989
8886	9763	12.478280
14328	7786	12.480409
13847	13202	12.482008
5364	1821	12.486411
7083	11231	12.486535
7607	13339	12.489111
8886	330	12.489931
2072	114921	12.490498
4436	118281	12.495103
5364	1499	12.496776
10064	10924	12.498667
13847	12775	12.499728
5447	4463	12.501212
14328	13949	12.503298
9347	13479	12.507510
5364	6960	12.508034
1067	115444	12.511301
8903	11249	12.512200
8903	7819	12.515284
746	8115	12.516252
9487	5951	12.517251
1067	5081	12.518253
10064	10403	12.525136
6686	118077	12.525576
10064	10819	12.525601
9487	5824	12.525689
7083	4563	12.525850
9007	2711	12.527293
9347	5259	12.528270
14328	10340	12.530131
4436	7906	12.530868
13531	16938	12.534193
8886	3721	12.534219
6686	116962	12.534600
14328	7963	12.535230
7097	4317	12.535275
13209	13879	12.535385
2920	117430	12.537178
9236	3527	12.539483
1562	5485	12.540832
2021	25776	12.543359
9347	12288	12.543880
13531	11090	12.544224
6686	13367	12.544313
3821	116709	12.545861
2920	116941	12.546154
4436	3801	12.546668
3179	9312	12.547402
3419	671	12.547621
