%  RA(deg)   DEC(deg)    HIPNum  Mag
 27.535714  22.275338   8544  5.83
 27.716553  11.043378   8588  5.92
 27.726812 -50.206138   8593  5.94
 27.738031  51.933417   8598  5.96
 27.997167  55.147385   8704  5.53
 28.039046  50.792794   8714  5.70
 28.217137 -16.929250   8778  5.78
 28.962666  23.577322   8993  5.76
 28.977002  37.277786   9001  5.89
 29.039016  37.251830   9021  5.69
 29.432267  27.804381   9132  5.84
 29.639605  49.204352   9222  5.70
 29.898680  21.058570   9307  5.89
 29.911727 -42.030532   9313  5.57
 30.038166   3.097015   9353  5.89
 30.646158  13.476716   9533  5.97
 30.718652  64.901466   9564  6.00
 30.744038 -15.305932   9572  5.87
 30.750780  64.390018   9573  5.59
 30.913933  25.935471   9621  5.64
 30.918701  -4.103516   9622  5.61
 30.950714  -0.340251   9631  5.96
 32.169082  58.423601   9990  5.66
 32.288719 -43.516596  10035  5.84
 32.656654  19.500338  10155  5.68
 32.837830   8.569805  10212  5.64
 32.842610 -10.052162  10215  6.00
 32.899312  -1.825429  10234  5.94
 33.156412  24.167778  10296  5.96
 33.198091  -2.393637  10305  5.65
 33.254113 -21.000138  10326  5.86
 33.263772  15.279860  10328  5.72
 33.560590 -67.841441  10418  5.57
 33.633106 -41.166765  10440  5.91
 33.869269 -67.746366  10513  5.67
 33.928239  25.043043  10535  5.57
 33.941875  25.782937  10540  5.79
 34.246018  -6.422116  10642  5.51
 34.499532  57.899821  10718  5.75
 34.505999   1.757802  10723  5.60
 34.519104  57.516321  10729  5.99
 34.531402  19.901164  10732  5.58
 34.976129 -55.944796  10871  5.81
 35.242534  50.151466  10944  5.57
 35.520761 -17.662169  11033  5.89
 35.709601  41.396297  11090  5.81
 35.717938 -73.645792  11095  5.99
 35.727812 -51.092129  11102  5.90
 36.501455 -15.341247  11348  5.88
 36.646740 -20.042617  11381  5.89
 36.865715  31.801280  11432  5.55
 37.202061  29.931760  11548  5.89
 37.634808  25.235036  11670  5.88
 37.688346   0.255749  11687  6.00
 38.219247  34.542410  11840  5.84
 38.225586  15.034554  11843  6.00
 38.279277 -34.649967  11867  5.91
 38.677605  -7.859445  12002  5.74
 38.911424  37.312263  12072  5.72
 39.000201  -7.831597  12107  5.53
 39.020391   6.886870  12114  5.79
 39.038607 -30.044978  12122  5.74
 39.146128   7.730026  12148  5.81
 39.157982  12.447639  12153  5.64
 39.238282  38.733581  12181  5.91
 39.244200 -34.577977  12186  5.78
 39.400283  65.745336  12239  5.80
 39.424168  -3.396175  12247  5.65
 39.577759 -30.194063  12288  5.84
 40.051758  -9.452875  12444  5.79
 40.308327  -0.695653  12530  5.72
 40.392204 -14.549276  12562  5.98
 40.527528 -38.383686  12608  5.99
 40.591415  20.011465  12640  5.74
 40.748015  53.526105  12686  5.85
 40.761826  55.106019  12692  5.76
 41.137391  15.311862  12803  5.78
 41.207071  67.824630  12821  5.95
 41.364492 -63.704553  12871  5.73
 41.948785  81.448475  13055  5.80
 42.133705  18.283791  13108  5.83
 42.191268  25.188064  13121  5.89
 42.561600 -35.843637  13225  5.92
 42.873278  15.082071  13327  5.52
 42.923875  46.841939  13339  5.86
 42.994799  68.888497  13367  5.94
 43.393321 -38.437004  13473  5.93
 43.397179 -22.376308  13479  5.93
 43.952074  18.331640  13654  5.76
 43.987169  61.521138  13665  5.59
 44.057374   8.381563  13679  5.97
 44.108979  18.023119  13702  5.58
 44.521756  20.668733  13834  5.80
 44.523891 -23.606012  13835  5.82
 44.900761 -25.274133  13942  5.69
 44.916164  41.032941  13949  5.89
 44.921499  -2.464952  13951  5.56
 45.183923  10.870388  14036  5.93
 45.291767  -7.663012  14060  5.75
 45.406823 -28.091554  14086  5.88
 45.475589  26.462354  14109  5.91
 45.483829  -9.961407  14110  5.84
 45.564368 -71.902457  14131  5.51
 45.593825   4.352884  14143  5.62
 45.732762 -46.975036  14187  5.81
 46.598690  13.187250  14439  5.64
 46.829161  64.057594  14502  5.89
 46.883926 -78.989244  14521  5.67
 47.403093  29.077080  14677  5.74
 47.661640  11.872627  14764  5.97
 47.927805  81.470710  14844  5.92
 48.059360  27.256968  14893  5.78
 48.107277 -44.419660  14913  5.92
 48.109855   6.660883  14915  5.55
 48.138167 -57.321549  14930  5.71
 48.349471  48.176953  15004  5.93
 48.835152  30.556689  15154  5.61
 48.949877  57.140620  15192  5.79
 48.990252 -77.388454  15201  5.51
 49.146623  32.184018  15241  5.98
 49.360817 -47.751664  15305  5.84
 49.440642  39.283373  15334  5.97
 49.442348 -62.575322  15330  5.53
 49.510814 -28.797075  15357  5.93
 49.593440  -0.930288  15383  5.62
 49.671455 -18.559794  15411  5.72
 49.895446 -24.122902  15479  5.63
 49.982486  27.071134  15514  5.91
 50.278347   3.675620  15619  5.70
 50.468887  49.070905  15669  5.94
 50.549556  27.607553  15696  5.55
 51.123756  33.535962  15876  5.78
 51.401053 -69.336436  15968  5.96
 51.593853 -27.317479  16029  5.93
 51.889254 -35.681323  16112  5.71
 52.003947 -11.286600  16142  5.74
 52.086249  33.807557  16168  5.72
 52.218031  49.848384  16210  5.58
 52.400113 -12.674737  16263  5.57
 52.479782 -42.634256  16285  5.76
 52.495389 -78.351850  16290  5.68
 52.653961  48.103596  16340  5.82
 52.653975 -47.375125  16339  5.98
 52.689250   6.188703  16358  5.93
 52.715447 -66.489714  16368  5.81
 53.083855  84.911040  16489  5.62
 53.145012 -50.378646  16509  5.67
 53.149788   9.373438  16511  5.76
 53.166737  35.461729  16518  5.91
 53.395981  39.899479  16591  5.79
 53.412750  54.974857  16599  5.98
 53.610937  24.464393  16664  5.95
 53.990276 -11.193782  16780  5.56
 54.197040   0.587758  16846  5.82
 54.621890  -7.391863  16989  5.86
 54.754657  -5.626210  17027  5.97
 54.963009   3.056863  17103  5.55
 55.159722  -5.210706  17167  5.53
 55.282742  37.580198  17203  5.55
 55.578952  19.700254  17309  5.68
 55.678062  59.969391  17342  5.74
 55.890974 -10.485661  17395  5.59
 56.130966  36.460103  17460  5.60
 56.235408  -0.296720  17506  5.56
 56.290579  24.839260  17527  5.66
 56.316152 -47.359476  17534  5.72
 56.476985  24.554511  17579  5.76
 56.496916  45.681900  17584  5.66
 56.503914  67.201605  17585  5.79
 56.539012   6.803521  17595  5.91
 56.614286 -29.338157  17618  5.91
 56.983503 -30.167882  17738  5.52
 57.148768 -20.902977  17798  5.81
 57.162311   0.227857  17805  5.91
 57.283821  43.963095  17846  5.95
 57.402492  63.296967  17891  5.82
 57.518418  44.967856  17932  5.65
 57.973831  34.359119  18081  5.78
 58.000954   6.534907  18089  5.66
 58.291860  17.327083  18170  5.97
 58.388829 -46.893674  18199  5.93
 58.411264  48.650495  18212  5.76
 58.430359  57.975141  18217  5.80
 58.596507 -40.357009  18262  5.70
 58.817200 -12.099105  18339  5.99
 59.216986  22.477971  18471  5.62
 59.718308  -5.469947  18606  5.85
 59.875549 -12.574425  18647  5.61
 60.169398 -30.490697  18723  5.93
 60.203189  18.194000  18735  5.89
 60.442235   9.998017  18805  5.67
 61.094650 -12.792295  19011  5.62
 61.334409  22.008905  19076  5.90
 61.405983 -27.651807  19095  5.59
 61.513259  68.679973  19129  5.88
 61.997567  17.339897  19284  5.89
 62.152568  38.039733  19335  5.52
 62.256540  13.398281  19376  5.94
 62.291530  19.609217  19388  5.51
 62.506826  86.626139  19454  5.84
 62.699020  -8.819814  19511  5.70
 62.745921  33.586792  19525  5.75
 62.834507   5.523047  19554  5.71
 62.900850 -20.356157  19571  5.80
 64.223148  61.849989  19968  5.69
 64.283745  57.860355  19983  5.72
 64.330092  -6.472178  19996  5.95
 64.417802 -63.255405  20020  5.88
 64.496974 -80.214033  20049  5.67
 64.566988 -20.715260  20075  6.00
 64.596676  21.579297  20087  5.64
 64.990434  14.035201  20219  5.58
 65.047970  50.920933  20234  5.55
 65.060125  41.808070  20241  5.95
 65.171857   6.130798  20268  5.76
 65.178477  -7.592493  20271  5.85
 65.241949 -81.579920  20297  5.78
 65.362661  -0.098170  20341  5.86
 65.465858  56.506318  20380  5.91
 65.514659  14.077198  20400  5.72
 65.594708  20.821416  20417  5.91
 65.773640 -24.892157  20465  5.81
 65.854427  16.777260  20484  5.64
 65.884862  20.982045  20493  6.00
 66.121480  34.130758  20579  5.73
 66.156094  33.959687  20591  5.77
 66.238033  19.042013  20614  5.97
 66.272239 -61.238194  20619  5.94
 66.822698  22.996337  20789  5.53
 66.869869  11.212300  20804  5.87
 66.941784 -62.521206  20825  5.74
 67.003265  21.619907  20842  5.72
 67.055302  83.807790  20860  5.51
 67.097512  14.740974  20873  5.90
 67.133832   1.380821  20884  5.53
 67.162657 -19.458874  20892  5.95
 67.278856 -13.048370  20922  5.61
 67.535825  15.637841  20995  5.58
 67.668044 -35.653504  21042  5.95
 68.007666  53.910830  21148  5.78
 68.156472  -3.209541  21192  5.76
 68.377827  72.528605  21247  5.94
 68.391459 -62.823678  21253  5.79
 68.478034  -6.738908  21278  5.71
 68.534445   5.568616  21295  5.67
 68.658299  28.961151  21323  5.88
 69.100823  64.261602  21452  5.91
 69.189968 -62.077154  21479  5.59
 69.539354  16.033291  21588  5.78
 69.565958  20.684722  21604  5.85
 70.028339 -24.482368  21743  5.56
 70.332336  28.614994  21819  5.73
 70.350536  48.300881  21823  5.66
 70.459402  38.280182  21847  5.97
 70.766514 -70.931027  21949  5.53
 70.788722 -30.765557  21958  5.66
 70.839974  49.973789  21972  5.86
 70.894770  -8.794317  21986  5.98
 71.022169  -8.503571  22024  5.78
 71.033258 -18.666586  22028  5.53
 71.267338 -21.283383  22086  5.72
 71.570120  18.734693  22176  5.99
 71.685328  40.312590  22220  5.99
 72.135554 -16.329484  22325  5.76
 72.151607  -5.674045  22336  5.77
 72.209806  75.941220  22361  5.96
 72.303527  31.437375  22393  5.57
 72.329488  32.588191  22407  5.84
 72.730453 -53.461508  22531  5.58
 72.788857  48.740685  22545  5.64
 72.867568 -34.906287  22573  5.82
 73.196321  27.897485  22697  5.97
 73.198986  42.586626  22699  5.68
 73.711284   0.467167  22840  5.98
 73.763022  55.259109  22854  5.52
 73.778432 -16.740670  22860  5.71
 73.827705 -16.417767  22881  5.71
 73.958972  15.040278  22913  5.79
 74.029476  52.869761  22936  5.75
 74.343086  17.153677  23043  5.51
 74.452697  23.948562  23068  5.79
 74.539139  25.050406  23088  5.79
 74.712352 -82.470513  23148  5.84
 74.755683 -16.376027  23166  5.65
 75.076413  39.394701  23261  5.95
 75.459804   0.722112  23408  5.91
 75.595020 -31.771333  23446  5.92
 75.687431 -22.795052  23474  5.74
 75.689145  -4.210121  23475  5.86
 75.971966 -24.388151  23554  5.61
 76.317483 -26.152391  23668  5.71
 76.623779  61.169756  23766  6.00
 76.854014 -12.491270  23831  5.97
 76.980983  21.704821  23883  5.84
 77.084125  -8.665324  23916  5.80
 77.437884  28.030461  24019  5.93
 77.678833  46.962070  24109  5.67
 77.829903  -2.490782  24162  5.89
 77.845297 -11.849089  24169  5.60
 77.938962   1.037028  24203  5.88
 78.200538  -6.057190  24294  5.90
 78.620192 -35.976996  24426  5.75
 79.017226  11.341354  24555  5.52
 79.075623  34.312317  24575  5.99
 79.555153  73.268071  24732  5.81
 79.565405  42.792111  24738  5.55
 79.710301 -18.130050  24786  5.96
 79.848687 -27.368884  24831  5.98
 80.094211  62.653711  24914  5.64
 80.302864  29.569884  25001  5.66
 80.382681  -0.416491  25028  5.68
 80.431501   8.428556  25041  5.78
 80.709645  41.029260  25143  5.54
 80.827126  -8.415595  25187  5.99
 80.850103 -39.678423  25194  5.73
 80.926289  -0.159818  25223  5.69
 81.118707 -16.975781  25280  5.64
 81.160497  31.143148  25291  5.94
 81.257267 -10.328887  25329  5.60
 81.499271 -19.695399  25397  5.78
 81.703346  34.391810  25471  5.92
 81.772169 -40.943510  25488  5.86
 81.784471  30.208603  25492  5.69
 81.940035  15.874052  25555  5.52
 82.006711  17.239130  25583  5.77
 82.063898 -37.230767  25608  5.56
 82.348689  -3.446394  25708  5.80
 82.478225   1.789260  25751  5.77
 82.609022  15.360449  25790  5.93
 82.702713  41.461994  25816  5.99
 82.781778 -20.863659  25853  5.53
 82.900017 -45.925317  25887  5.86
 83.280782 -35.139376  26019  5.75
 83.381791  18.540231  26064  5.67
 83.476183  14.305578  26093  5.60
 83.516865  -1.470253  26108  5.92
 83.686594 -73.741277  26169  5.79
 83.754195  -6.009270  26197  5.67
 83.805165  10.240093  26215  5.60
 83.814478 -33.079724  26219  5.76
 84.146740  54.428659  26344  5.74
 84.148723  -6.064752  26345  5.71
 84.265566  17.040324  26382  5.53
 84.268260  11.035005  26386  5.97
 84.286856  26.924473  26396  5.83
 84.291215 -80.469122  26394  5.65
 84.504663   7.541420  26487  5.87
 84.658221  -6.573959  26535  5.96
 84.681354 -40.707307  26545  5.81
 84.826300  29.215213  26606  5.98
 84.879796  -3.564704  26624  5.99
 85.273315   0.337753  26762  5.93
 85.558159 -22.373715  26865  5.88
 85.610200  65.697649  26882  5.62
 85.724646  -6.796168  26926  5.97
 85.840293 -18.557475  26966  5.73
 86.626627  56.115575  27249  5.93
 86.645467   1.168193  27253  5.95
 86.689570  15.822497  27265  6.00
 86.717228   9.522343  27280  5.78
 86.804799  14.488322  27316  5.72
 87.145586  -4.094648  27435  5.97
 87.472916 -22.971872  27533  5.87
 87.511189   9.871218  27549  5.79
 87.554437   4.423406  27560  5.96
 87.620443  14.305608  27581  5.54
 87.625107   2.024700  27588  5.97
 87.742124  27.967861  27629  5.60
 88.032204  -9.041900  27713  5.95
 88.084173 -57.156191  27737  5.93
 88.092882  14.171787  27743  5.60
 88.097524  19.867849  27747  5.96
 88.138272 -37.631063  27766  5.62
 88.681794 -11.774192  27938  5.62
 88.683486   0.968615  27939  5.99
 88.718685 -39.957857  27955  5.55
 88.736195  19.749614  27965  5.92
 88.745789  31.701496  27973  5.90
 88.875714  -4.616546  28011  5.87
 89.059462 -22.839975  28085  5.95
 89.087266 -31.382440  28098  5.52
 89.116816   9.509396  28110  5.97
 89.206044  11.521058  28139  5.89
 89.601844   1.837108  28271  5.89
 89.656445 -44.034563  28287  5.81
 89.721819  12.808264  28302  5.70
 89.840748  49.924540  28343  5.90
 90.204876 -51.216320  28484  5.65
 90.244006  47.901923  28499  5.71
 90.317908 -33.911835  28524  5.54
 90.429413  48.959445  28562  5.98
 91.084441 -32.172430  28756  5.65
 91.167087 -45.078932  28790  5.93
 91.242429   5.419970  28812  5.67
 91.243167   4.158671  28814  5.63
 91.264102  42.981635  28823  5.90
 91.362635 -10.242596  28854  5.88
 91.363245 -35.513647  28855  5.80
 91.523079 -29.758624  28899  5.79
 91.539090 -66.039621  28909  5.72
 91.739638 -21.812299  28984  5.74
 91.765294 -34.312021  28992  5.82
 92.241264   2.499692  29151  5.70
 92.385155  22.190262  29196  5.93
 92.393851 -14.584619  29205  5.56
 92.433270  23.113466  29225  5.75
 92.449841 -22.774343  29234  5.71
 92.543350 -40.353792  29263  5.54
 92.644502 -27.154343  29294  5.72
 92.884608  24.420253  29379  5.83
 92.902463  48.710989  29388  5.78
 93.005584  19.790543  29433  5.76
 93.083850  32.693380  29451  5.78
 93.475974  -3.741374  29575  5.83
 93.619097  17.906353  29616  5.86
 93.652929  -4.568457  29629  5.83
 93.785011 -20.272186  29679  5.88
 93.785300  13.851098  29678  5.91
 93.823845 -18.477163  29692  5.99
 93.873638  -4.914719  29711  5.99
 93.892771  -0.512189  29716  5.62
 94.032045 -16.618006  29771  5.97
 94.148282 -39.264394  29808  6.00
 94.255129 -37.737446  29842  5.54
 94.289869 -37.253498  29852  5.88
 94.317240   5.100112  29860  5.70
 94.557200 -19.966974  29941  5.51
 94.745730 -20.925611  30011  5.79
 94.920652 -34.396591  30069  5.76
 95.017600  14.651127  30099  5.67
 95.150998 -34.144144  30143  5.55
 95.651634  12.570238  30318  6.00
 95.659477 -69.984043  30321  5.56
 95.732610 -56.369969  30342  5.60
 95.982984 -25.577629  30436  5.61
 96.004207 -36.707764  30444  5.62
 96.057680 -60.281325  30463  5.78
 96.318941  -0.945883  30545  5.88
 96.431884 -48.176898  30591  5.76
 96.607655  56.285096  30651  5.53
 96.664938  -1.507336  30666  5.87
 96.767193 -58.002116  30703  5.82
 96.814964  -0.275999  30720  5.55
 96.835212   2.908288  30728  5.55
 97.142037  30.493034  30827  5.75
 97.155915 -17.466009  30836  5.76
 97.163513 -32.371279  30840  5.74
 97.512393  46.685554  30972  5.88
 97.546984 -10.081511  30986  5.92
 97.692868 -27.769575  31037  5.92
 97.696284  58.162633  31039  5.86
 97.804565 -35.258840  31072  5.82
 97.826317 -51.825953  31079  5.58
 97.992962 -58.753835  31137  5.69
 98.080022   4.855999  31159  5.88
 98.096371  -5.868820  31167  5.60
 98.113269  32.454898  31173  5.82
 98.162402 -32.030447  31190  5.73
 98.400685  14.155163  31277  5.57
 98.647213 -32.716255  31362  5.62
 98.815948   0.890216  31446  5.78
