%  RA(deg)   DEC(deg)    HIPNum  Mag
157.370722 -29.663832  51364  5.58
157.397411 -30.607065  51376  5.57
157.422752  84.252009  51384  5.52
157.526867  38.925132  51420  5.79
157.749324 -13.588470  51491  5.59
157.964066  32.379554  51556  5.90
157.989317 -45.066710  51561  5.76
158.140042 -44.618508  51610  5.91
158.199205 -58.666745  51623  5.98
158.378796  34.988695  51685  5.57
158.758996   8.650426  51802  5.67
159.134929 -12.230121  51933  5.71
159.511021 -57.256309  52043  5.89
159.748411 -58.816854  52127  5.96
159.773564  53.668300  52136  5.55
159.781802  37.910000  52139  5.84
160.047664 -65.100209  52221  5.51
160.451077  68.443500  52338  5.74
160.464661 -79.783288  52340  5.97
160.679947 -32.715673  52407  5.63
160.757841  26.325577  52422  5.51
160.837166   4.747669  52452  5.77
160.930565  57.199203  52478  5.79
160.963302 -64.249042  52487  5.74
161.266789  67.411384  52577  5.95
162.022529 -59.919163  52827  5.98
162.058799 -31.687850  52841  5.87
162.168983  -1.958896  52863  5.92
162.351822 -59.323793  52922  5.85
162.431203  -9.852695  52948  5.85
162.487574 -34.058183  52965  5.61
162.575234  -8.897763  52980  5.80
162.772535  -3.092667  53035  5.95
162.795873  56.582250  53043  5.66
162.848848  59.320119  53064  5.57
163.377944  69.853881  53257  5.91
163.425322 -70.720337  53272  5.99
163.574071 -13.758036  53316  5.65
163.623348 -61.826622  53334  5.95
163.742414  34.034798  53377  5.73
163.821751 -60.517003  53394  5.93
163.926655   0.736922  53423  5.91
164.006124   6.185371  53449  5.91
164.282697 -50.765018  53530  5.90
164.807253 -33.737595  53699  5.70
164.878866 -16.353701  53723  5.88
164.886614  36.093100  53726  5.99
164.997409 -43.807111  53762  5.81
165.048723 -14.083368  53778  5.86
165.811998 -11.303470  54029  5.51
165.902468  -0.000833  54049  5.95
166.130005 -47.679103  54137  5.67
166.489875 -27.287853  54255  5.69
166.707871 -70.877930  54327  5.58
166.725864   1.955525  54336  5.52
167.204544  24.658465  54487  5.70
167.329500  36.309379  54522  5.71
167.410420  43.207736  54537  5.89
167.472473 -32.367529  54561  5.79
168.311189 -44.372216  54811  5.77
168.378260 -59.619318  54829  5.74
168.414140 -53.231813  54840  5.75
168.507642   8.060696  54863  5.79
169.174373  49.476250  55086  5.88
169.728997   1.650395  55249  5.90
169.818475 -64.582491  55280  5.99
170.783882 -56.779355  55581  5.82
171.046364 -72.256608  55657  5.55
171.245526  11.430292  55716  5.80
171.387905 -37.747575  55763  5.87
171.401556  16.456539  55765  5.58
171.487956  55.850459  55797  5.73
171.696938 -53.159915  55849  5.80
171.789652 -12.356749  55874  5.93
172.269013  61.778368  56035  5.83
172.410900 -24.464011  56078  5.77
172.424356  15.413269  56080  5.74
172.620962  18.409802  56146  5.54
172.629714  43.173242  56148  5.94
173.083318 -66.961824  56287  5.89
173.198070  -7.827523  56318  5.94
173.200340 -40.436194  56319  5.64
173.591458   3.060165  56445  5.76
173.622863 -32.831340  56452  5.96
173.677048  16.796915  56473  5.95
173.770449  54.785419  56510  5.63
173.805344 -47.372580  56518  5.64
174.074808  27.781351  56601  5.80
174.093189 -61.052433  56606  5.84
174.145604 -33.570057  56620  5.71
174.315148 -75.896544  56675  5.64
174.451576 -67.620379  56727  5.94
174.585708  43.625429  56770  5.56
175.177006 -53.968607  56970  5.95
175.332459 -43.095667  57013  5.54
175.392747  31.746058  57029  5.73
175.863280 -37.190155  57165  5.98
177.161285  14.284210  57606  5.90
177.423812  34.931758  57670  5.73
177.613655 -62.649381  57741  5.68
177.759297  -5.333332  57791  5.62
177.923374 -30.834809  57841  5.85
178.042831 -56.987741  57870  5.56
178.750047 -63.279180  58103  5.89
178.763057   8.443943  58110  5.58
178.917215 -28.477103  58158  5.93
178.918890  15.646818  58159  5.53
178.993399  56.598560  58181  5.83
179.416699 -62.448748  58326  5.59
179.698586 -64.339560  58427  5.59
179.823073  33.167004  58460  5.95
180.185214 -10.446014  58576  5.54
180.414471  36.042086  58654  5.59
180.657052 -69.192288  58720  5.89
181.069159  21.459153  58858  5.89
181.238400 -60.968252  58921  5.95
181.312991  76.905734  58952  5.78
181.595878 -65.709453  59050  5.95
182.224168 -44.325989  59229  5.75
182.227453 -41.231605  59232  5.51
182.422124   1.897889  59285  5.95
182.514241   5.807008  59309  5.72
182.749939  81.709833  59384  6.00
182.963235  25.870280  59468  5.66
183.038710  20.542064  59501  5.60
183.091583 -62.950773  59517  5.91
183.354320 -38.929188  59607  5.77
183.358077  10.262341  59608  5.85
183.748263 -20.844220  59728  5.82
183.785382  70.200008  59746  5.72
184.031456  40.660181  59831  5.69
184.373332  53.191331  59920  5.80
184.377397  28.937189  59923  5.71
184.667990  -0.787184  60030  5.90
185.044867 -22.175700  60157  5.94
185.081986  26.619483  60170  5.52
185.212011  57.864118  60212  5.54
185.489280 -56.374385  60308  5.91
185.550127 -68.307316  60329  5.73
185.839942 -24.840669  60425  5.66
185.936433 -38.911381  60463  5.79
186.263368  56.777828  60584  5.82
186.299024 -11.610590  60595  5.95
186.340562 -35.186417  60610  5.71
186.715376 -32.830121  60735  5.56
186.896267  55.712724  60795  5.68
187.430163  20.896109  60957  5.68
187.475834 -56.524940  60969  5.78
187.491196 -41.735901  60979  6.00
187.572690 -23.696419  61015  5.63
187.983813 -63.505838  61158  5.96
188.041568 -73.001056  61181  5.88
188.149994 -13.859105  61212  5.74
188.392745 -12.830203  61296  5.58
188.676643 -44.673018  61379  5.76
188.784032  21.881384  61420  5.86
189.004298 -39.869505  61498  5.78
189.197311  -5.831898  61558  5.88
189.243051  17.089536  61571  5.70
189.593357   1.854662  61658  5.68
189.685881 -18.250100  61688  6.00
189.764410 -30.422387  61720  5.86
190.345772 -46.145582  61916  5.84
190.487990   6.806617  61968  5.57
190.788248 -56.176224  62058  5.99
190.908542  -1.576996  62103  5.91
191.247521  39.278916  62207  5.95
191.593935   9.539684  62325  5.65
191.692620 -33.315483  62360  5.87
191.828962  62.781155  62402  5.88
192.109408 -27.597384  62500  5.65
192.164432  60.319822  62512  5.83
192.225890  14.122584  62541  5.71
192.277829  83.417832  62561  5.92
192.322713  27.552379  62576  5.76
192.437373 -71.986260  62608  5.55
192.544752  37.516938  62641  5.87
192.741156 -52.787424  62703  5.70
192.824898 -60.329789  62732  5.71
192.987207 -39.680431  62786  5.99
193.267358 -54.952473  62861  5.91
193.341229 -60.328489  62894  5.75
193.453833 -60.376244  62931  5.89
193.577748 -11.648570  62983  6.00
193.735505  47.196722  63024  5.75
193.743806 -44.151968  63033  5.89
194.001884  38.314912  63121  5.61
194.073185  54.099489  63143  5.84
194.132040 -72.185212  63165  5.93
194.697224  75.472508  63340  6.00
194.914655  -3.811926  63414  5.79
195.149780  -3.368488  63494  5.99
195.290061  17.123147  63533  5.97
195.772250 -71.475729  63688  5.93
195.942147 -20.583497  63738  5.58
196.467780  45.268550  63916  5.64
196.588499  21.153397  63948  6.00
196.594179  22.616187  63950  5.53
196.646175 -41.588443  63972  5.59
196.726059 -35.862033  64003  5.63
196.851235 -59.860510  64033  5.98
196.909518 -53.459764  64053  5.70
197.135278  -8.984385  64122  5.57
197.301816  10.022468  64179  5.79
197.438664 -10.329327  64224  5.95
197.449365  16.848611  64226  5.91
197.513399  38.498981  64246  5.91
197.787003 -42.232891  64332  5.78
197.964338 -69.942017  64390  5.92
198.137172  11.556096  64445  5.76
198.203345 -66.226747  64466  5.91
198.347299 -50.699829  64515  5.90
198.550365 -58.683937  64580  5.91
198.572217 -78.447454  64587  5.84
198.630349  11.331656  64607  5.64
198.680277 -48.957023  64623  5.84
198.883135  40.855199  64692  5.77
199.307999 -43.979480  64822  5.82
199.615533  34.098304  64927  5.81
200.078964  40.150548  65072  5.60
200.201413 -55.800688  65129  6.00
200.240415 -46.880008  65144  5.76
200.423512   2.087243  65198  5.69
200.540372   5.154764  65241  5.89
200.567857 -52.182956  65247  5.81
200.828724  -4.924427  65323  5.88
201.138453  -5.164010  65420  5.76
201.277827  23.854419  65466  5.75
201.459588 -70.627248  65522  5.65
201.533612  72.391476  65536  5.82
201.547558  -1.192471  65545  5.97
201.569176  46.028055  65550  5.88
201.733818 -41.497562  65593  5.69
201.736683  78.643869  65595  5.74
202.304168  10.818310  65790  5.65
203.149577 -28.692768  66065  5.69
203.215174 -15.363012  66091  5.52
203.530441  55.348434  66198  5.60
203.668541 -13.214324  66247  5.92
203.880401  -5.396191  66320  5.70
204.201870 -26.495198  66400  5.73
204.246179  24.613297  66417  5.72
204.275044 -44.143204  66427  5.96
204.301605 -61.691856  66438  5.63
204.347806 -46.427879  66454  5.91
204.675283 -29.560867  66563  5.81
204.703964 -57.622717  66575  6.00
204.894237  10.746269  66640  5.57
204.952290 -40.051709  66656  5.61
204.999197 -49.949956  66666  5.74
205.044615 -64.576553  66681  5.79
205.168622  19.955719  66727  5.73
205.231164 -85.786043  66753  5.56
205.259782  22.495768  66763  5.63
205.374552  64.822411  66798  5.85
205.596229  82.752408  66878  5.92
205.663345  78.064437  66903  5.91
205.680960  34.989021  66907  5.98
205.729260 -41.401043  66924  5.96
205.733792 -56.767971  66925  6.00
205.917022 -42.067522  66984  5.96
206.124279 -16.179072  67057  5.55
206.403713 -26.116009  67143  5.81
206.556439  41.088746  67194  5.88
206.579425  38.503626  67210  5.92
206.648567  54.432679  67231  5.68
206.680513  25.702236  67239  5.97
206.749062  38.542697  67250  5.51
206.865161 -50.249291  67292  5.92
207.161400  31.190206  67384  5.61
207.439604  61.489313  67485  5.97
207.602829   5.497224  67545  6.00
207.788399  34.664399  67605  5.89
207.946737 -46.898666  67663  5.77
207.947626 -69.401258  67664  5.73
208.292843  28.648131  67782  5.91
208.303878  17.932868  67787  5.71
208.386504 -35.664248  67819  5.53
208.429562 -53.373323  67836  5.87
208.462559  53.728677  67848  5.70
208.488501 -47.128164  67861  5.83
208.704630 -67.652100  67942  5.74
208.800590 -52.160822  67973  5.66
208.911977 -82.666190  68009  5.95
209.082399 -46.592948  68079  5.82
209.116154   1.050581  68092  5.90
209.137267 -54.704665  68101  6.00
209.662178  21.696219  68276  5.76
209.822845 -50.369647  68333  5.92
210.000505 -25.010403  68390  5.77
210.218526 -66.268910  68455  5.96
210.335122   8.894906  68498  5.98
210.860439 -56.213434  68670  5.93
211.332825 -76.796752  68815  5.69
212.395966 -51.504672  69174  5.96
213.318368 -53.665674  69462  5.53
213.419958  -0.845463  69493  5.89
213.521582  12.959444  69536  5.53
213.677755 -41.837495  69598  5.61
213.850355 -18.200690  69658  5.53
214.161315 -66.587894  69763  5.72
214.368550  15.263380  69829  5.84
214.659399 -18.715968  69929  5.86
214.753730 -25.815426  69965  5.87
214.849497 -37.002907  69995  5.93
215.040426 -43.058843  70054  5.55
215.582162 -34.786792  70243  5.57
215.952423 -53.176233  70363  5.99
216.003652   8.243970  70384  5.94
216.276361 -68.195333  70492  5.56
216.779529 -65.821647  70657  5.87
216.800713 -46.134254  70663  5.83
217.157552  49.844851  70791  5.58
217.460495   0.828929  70894  5.96
217.535954 -45.321356  70915  5.51
217.795167 -38.869708  70987  5.99
217.818507 -67.717197  71002  5.84
218.084275  26.677284  71094  6.00
218.128898  55.398010  71111  5.74
218.135593  22.260059  71115  5.91
218.374865 -52.679522  71182  5.86
218.384899 -54.998628  71184  5.86
218.665086  49.368354  71280  5.74
218.881171 -41.517437  71353  5.88
219.079294 -46.245451  71419  5.55
219.183889 -40.211580  71453  5.74
219.552454  43.642130  71568  5.74
219.558281  18.298379  71571  5.90
219.563427  54.023339  71573  5.83
220.176636  13.534325  71759  5.93
220.255795 -36.134858  71783  5.67
220.431335  11.660662  71837  5.55
220.806465 -24.997753  71974  5.70
220.935143  40.459254  72012  5.72
221.375855   0.717271  72154  5.68
221.524774  15.131788  72208  5.78
221.528203 -23.153018  72210  5.80
221.620807 -47.441116  72250  5.74
221.771241 -38.290639  72296  5.90
221.843979 -25.624267  72323  5.61
221.989823 -26.646155  72378  5.76
222.158532 -36.634697  72432  5.89
222.185626 -66.593563  72438  5.91
222.327789  46.116205  72487  5.76
222.328105 -24.251471  72488  5.68
222.422056  48.720804  72524  5.68
222.493329  28.615832  72552  5.80
222.565880  23.911844  72567  5.86
222.585094  82.511944  72573  5.63
223.146904 -63.809827  72773  5.91
223.306557 -73.190071  72833  5.59
223.349027  19.152798  72848  6.00
223.595303 -11.898348  72934  5.78
223.657978 -33.300575  72959  5.85
224.055126  14.446266  73087  5.90
224.096001  49.628449  73100  5.63
224.133557 -47.879198  73111  5.62
224.298657  16.388128  73166  5.72
224.366665 -21.415475  73184  5.72
224.388547  -0.167612  73193  5.51
224.663561 -27.657314  73284  5.65
224.723253 -11.144014  73310  5.88
224.846314   4.567761  73350  5.91
224.903947  39.265333  73369  5.64
225.047096 -77.160550  73415  5.92
225.304569 -38.058398  73493  5.88
225.332611  -2.754927  73497  5.52
225.362892  60.204453  73507  5.91
225.453830  -0.140295  73536  5.71
225.461652 -83.227646  73540  5.65
225.526811 -28.060611  73566  5.83
225.775229  35.205795  73634  5.52
226.195506 -83.038311  73771  5.65
226.357644  48.150973  73841  5.59
226.638322 -30.918483  73937  5.97
226.858137 -49.088612  74006  5.77
227.050519 -40.583930  74066  5.75
227.099088  26.301153  74087  5.67
227.148182  25.108635  74096  5.82
227.163322 -42.867921  74100  5.85
227.374640 -67.084133  74184  5.76
227.530520 -38.792511  74224  5.98
227.577629 -26.332621  74239  5.75
227.786727 -84.787812  74296  5.88
227.990325 -48.743687  74380  5.70
228.017760  18.976031  74386  5.90
228.472136 -26.193570  74539  5.84
228.525182  31.787845  74561  5.98
228.579897 -70.079476  74582  5.75
228.954489   0.372139  74689  5.62
228.973608 -48.073661  74696  5.96
229.095880 -22.399416  74732  5.52
229.152886 -60.903997  74750  5.74
229.602103  20.572778  74896  5.68
229.608859  -0.461234  74901  5.88
229.734894 -40.788222  74950  5.59
230.021465  51.958515  75043  5.65
230.035660  29.616209  75049  5.51
230.281709  -5.824853  75127  5.54
230.450625 -48.317628  75181  5.65
230.655240  62.047076  75256  5.99
230.655716  39.581463  75257  5.56
230.660064  63.341439  75260  5.72
230.793766 -60.657176  75308  5.65
230.967663 -12.369501  75352  5.72
231.561344 -68.309167  75565  5.89
231.887848 -64.531504  75665  5.71
231.964263  60.670217  75696  5.90
232.064201 -16.716484  75730  5.64
232.668342 -16.609464  75944  5.82
232.732352  64.208693  75974  5.74
233.230088 -16.852844  76126  5.53
233.507115 -40.066432  76207  5.82
233.817497  53.922144  76311  5.97
233.987664  54.630567  76376  5.77
234.121829  16.119085  76424  5.93
234.383364  54.508733  76509  5.85
234.413035  69.283344  76519  5.65
234.450161 -23.141698  76532  5.79
234.567611  46.797751  76568  5.76
234.567841 -21.016327  76569  5.82
234.642484  50.423284  76594  5.84
234.985600 -59.908338  76716  5.95
235.088887 -73.446685  76750  5.64
235.246253  16.024588  76810  6.00
235.477848 -76.081959  76877  5.95
235.477972  18.464037  76878  5.80
235.820539 -84.465273  76996  5.57
235.997085  32.515807  77048  5.57
236.007582   2.515173  77052  5.86
236.094476 -41.819089  77086  5.93
236.347849   5.447315  77163  5.57
236.644828  55.474791  77272  5.94
236.684235 -34.682454  77286  5.61
236.822163  14.115348  77336  5.71
236.908028  55.376627  77370  5.85
236.971067 -65.442291  77390  5.54
237.055443  13.789078  77412  5.98
237.143395  28.156749  77442  5.89
237.236657  -3.818513  77464  5.53
237.489568 -48.912408  77541  5.86
237.529516 -53.209770  77562  5.78
237.778353 -55.055533  77645  5.74
237.880913 -47.060801  77678  6.00
238.068987  55.826713  77738  5.81
238.664709 -25.243741  77909  5.87
238.751516 -19.382926  77939  5.95
238.875333 -26.265993  77984  5.63
238.877467  42.566193  77986  5.73
238.884857 -60.177647  77990  5.78
239.024642 -60.482477  78045  5.76
239.225498 -33.964281  78106  5.59
239.310716  14.414480  78132  5.54
239.338856 -36.185344  78142  5.78
239.418597 -20.983080  78168  5.84
239.740474  36.643773  78276  5.61
239.742278 -65.037586  78279  5.74
240.198469  -8.411353  78436  5.53
240.213057   4.427363  78442  5.82
240.523160  52.915917  78542  5.93
240.830686  36.631787  78649  5.79
240.880630  76.793939  78661  5.73
240.893162 -32.000538  78665  6.00
241.153401 -37.862951  78747  5.91
241.482574 -72.400898  78868  5.70
241.526572 -23.606315  78877  5.90
241.817554 -36.755676  78970  5.72
241.901732 -12.745410  79005  5.75
241.906411   9.891743  79007  5.63
242.116979   8.534310  79072  5.69
242.182170 -23.685416  79098  5.86
242.245331   3.454475  79120  5.93
242.296729   6.378695  79137  5.93
242.327287 -57.934318  79153  5.57
242.823775 -41.119803  79320  5.86
242.908482  23.494801  79349  5.74
242.948330  42.374569  79357  5.89
242.950227  36.425094  79358  5.62
243.066832 -28.417305  79399  5.67
243.344567 -55.540947  79497  5.78
243.593189 -33.011088  79596  5.91
243.869313  18.808087  79666  5.72
243.957491 -57.912350  79689  5.61
244.186614  29.150261  79757  5.80
244.272552 -67.941285  79797  5.95
244.751750 -14.872825  79938  5.97
244.796723  49.038159  79953  5.93
244.886411 -30.906716  79980  5.53
245.105211 -55.139706  80054  5.76
245.621113 -43.912051  80212  5.89
245.946473  61.696461  80309  5.67
246.045125   6.948207  80351  5.83
246.105579  55.205096  80375  5.75
246.350699  37.394079  80460  5.53
246.429933  78.963854  80480  5.55
247.060286 -37.179881  80672  5.79
247.063162 -58.599795  80675  5.67
247.445514 -14.550879  80793  5.66
247.805964  22.195458  80898  5.76
247.946784  45.598281  80953  5.61
248.107001  60.823323  80991  5.92
248.148689   5.521220  81007  5.63
249.046677  46.613333  81289  5.83
249.047585  52.900048  81290  5.53
249.089372  -2.324584  81300  5.77
249.609550 -43.398426  81472  5.83
249.771777 -37.217370  81523  5.93
250.161195   4.219789  81641  5.77
250.335062 -48.762957  81702  5.57
250.346284 -68.296123  81710  5.89
250.402913  26.916880  81729  5.92
250.417604 -49.651552  81733  5.62
250.427005   1.181231  81734  5.74
250.439392 -33.145759  81741  5.84
250.473715 -19.924377  81754  5.55
250.776204  77.513973  81854  5.99
251.165597 -53.152313  81966  5.96
251.177472 -40.839675  81972  5.64
251.250790 -28.509657  81992  5.99
251.343832  15.745289  82028  5.60
251.588437 -58.503595  82110  5.74
251.831907 -58.341441  82171  5.55
251.832278  42.238918  82172  5.86
252.394404  13.261141  82350  5.91
252.662327  29.806538  82422  5.73
252.853869   1.215947  82480  5.51
253.323154  47.416726  82611  5.99
253.355087 -20.415555  82621  5.86
253.426770 -43.050968  82650  5.95
253.501498 -57.909507  82672  5.91
253.612258 -42.478891  82716  5.84
253.743772 -41.150858  82775  5.78
253.852868 -63.269659  82806  5.99
254.119866 -52.283746  82902  5.94
254.200153 -23.150346  82925  5.57
254.574748 -50.641185  83057  5.53
254.891497 -69.268164  83150  5.79
254.990440 -25.092198  83176  5.88
255.026164 -54.597179  83187  5.64
255.039626 -24.989070  83196  5.74
255.112335 -48.647759  83216  5.98
255.154115 -35.934133  83235  5.95
255.242231  22.632095  83254  5.69
255.577901  25.505620  83367  5.76
255.913758  13.605346  83478  5.91
255.962255 -38.152572  83491  5.91
256.103005 -57.712167  83535  5.73
256.320080   0.702559  83601  6.00
256.384414  -0.892070  83635  5.63
256.575196  22.084153  83692  5.56
256.584122 -37.227590  83693  5.98
257.061896 -17.609052  83854  5.98
257.198073 -30.403730  83896  5.93
257.911167 -48.873399  84105  5.94
258.067521 -39.506949  84150  5.66
258.135749  62.874337  84183  5.54
258.243993 -32.438332  84226  5.95
258.324489 -67.196591  84248  5.87
258.830197 -33.548420  84401  5.60
258.834517 -14.584140  84402  5.98
258.899796 -38.593896  84425  5.95
258.922791  23.742761  84431  5.99
259.132150   1.210546  84500  5.89
259.265190 -32.662840  84551  5.53
259.520582  17.317886  84631  6.00
259.596962  38.811395  84656  5.97
259.699288 -44.129746  84690  5.76
259.702197  28.822968  84691  5.68
259.738244 -34.989792  84709  5.91
259.802120 -59.694612  84731  5.93
259.904625  80.136399  84769  5.74
260.088007  46.240780  84835  5.51
260.431738  39.974649  84949  5.55
260.439035  53.420428  84950  5.69
260.728121 -37.220786  85048  5.91
260.730091 -58.010327  85049  5.86
260.779669 -56.525547  85068  5.76
260.990068   8.852571  85139  5.77
261.004488 -62.864153  85147  5.69
261.027447  22.960285  85157  5.70
261.078320 -60.673799  85169  5.76
261.131405  16.301006  85185  5.75
261.175128 -21.441479  85207  5.82
261.422309  60.048398  85290  5.65
261.684344  48.260065  85379  5.83
261.692274  34.695802  85382  5.94
261.704697  20.080977  85385  5.52
261.801931 -50.630370  85409  5.90
261.906465 -29.724567  85442  5.98
261.990004 -52.297168  85470  5.72
262.162145 -55.169686  85520  5.93
262.233696 -36.778280  85543  5.98
262.698285  86.968047  85699  5.78
262.730724  31.158139  85715  5.63
262.838891   2.724507  85749  5.57
262.847014 -56.920964  85751  5.99
262.864437 -80.859134  85760  5.83
262.956581  28.407499  85790  5.66
263.280242  41.243449  85888  5.72
263.280787 -41.173066  85889  5.84
263.345099  19.256677  85912  5.65
263.374354  -5.744804  85922  5.61
263.414119  16.317553  85930  5.68
263.652895   9.586700  85998  5.80
263.677056 -32.581662  86011  5.69
263.693129 -11.241999  86019  5.54
264.287015  72.455794  86219  5.87
264.363802 -50.059702  86248  5.89
264.379561  24.309991  86254  5.76
264.400854 -15.571038  86266  5.94
264.539602 -10.926268  86313  5.74
265.317670 -46.921830  86552  5.78
265.340743  51.818182  86561  6.00
265.384679   6.313156  86575  5.97
265.492104  72.156911  86620  5.81
265.494308  15.952430  86623  5.54
265.618175  24.564058  86667  5.56
265.712909 -36.945565  86698  5.53
265.839850  24.327822  86731  5.73
265.996568  53.801715  86782  5.75
266.175041 -42.729302  86847  5.87
266.232765 -57.545540  86871  5.97
266.783526  17.697014  87044  5.61
266.903247 -14.725824  87074  5.93
267.103201  20.565441  87158  5.69
267.595386  29.322143  87308  5.51
267.618303 -53.612406  87314  5.68
267.885556 -40.772461  87390  5.94
267.897798 -60.164056  87393  5.78
268.056923 -34.799197  87460  5.88
268.082342 -34.416842  87472  5.84
268.147684   1.305014  87491  5.91
268.309104   6.101424  87558  5.77
268.347801 -34.895125  87569  5.58
268.478222 -34.752721  87616  6.00
268.961710  22.464221  87777  5.62
269.076670   0.670355  87812  5.82
269.079314 -15.812522  87813  5.93
269.174334 -28.065394  87836  5.76
269.267979   0.066665  87875  5.95
269.662707 -28.759089  88012  5.99
269.732034 -36.858376  88038  5.74
269.903180  -4.821126  88101  5.86
269.984193  45.501378  88122  5.69
270.038435  80.004095  88136  5.74
270.476586 -22.780298  88298  5.72
270.968520 -24.360730  88469  5.89
271.209915 -35.901442  88550  5.98
271.456713  32.230674  88636  5.72
271.530831  -8.323956  88670  5.84
271.563321  -4.751252  88684  5.74
271.598830 -36.019789  88694  5.94
271.951419 -17.154159  88816  5.52
271.956260  26.097340  88817  5.79
271.956505  26.101280  88818  5.83
272.391222   3.993276  88964  5.71
272.475056   3.119827  89000  5.67
272.495816  36.466284  89008  5.57
272.524225 -30.728666  89020  5.53
272.631835  54.286552  89047  5.97
272.773173 -41.359113  89099  5.86
272.815841 -75.891510  89115  5.86
272.938004  33.447057  89156  5.98
273.141883 -73.672417  89234  5.86
273.804046 -20.387974  89440  5.96
273.821152  68.755810  89448  5.96
273.911571  42.159345  89482  5.56
273.919238 -63.055366  89487  5.58
274.221256  -3.007401  89587  5.99
274.298451 -17.373886  89609  5.81
275.237375  29.858925  89925  5.61
275.345778 -18.859999  89968  5.76
275.647160  12.029680  90052  5.99
275.800678 -12.014755  90096  5.71
275.870111 -36.237987  90124  5.52
276.255941 -30.756570  90260  5.58
276.411662   8.032006  90313  5.64
276.494947  29.828930  90342  5.81
276.956182 -29.816865  90485  5.90
276.994888   6.194104  90497  5.71
277.112974 -38.995671  90541  5.63
277.333086 -80.232708  90606  5.95
277.398793  23.866202  90637  5.87
277.437367  77.547068  90647  5.65
277.483095 -47.220546  90662  5.69
277.486410 -57.523143  90664  5.74
277.549433 -18.728794  90687  5.63
277.768535  16.928556  90762  5.76
277.857058 -10.795836  90804  5.77
277.984263 -43.507383  90842  5.71
277.987477  -1.002977  90844  5.93
278.192314  23.616801  90915  5.88
278.230600 -73.965596  90930  5.88
278.346387 -38.725986  90968  5.67
278.412586 -14.853614  90991  5.74
278.802511  18.203410  91118  5.79
278.876654  23.605530  91139  5.62
279.389586  62.526591  91315  5.74
279.399839  -0.309472  91322  5.76
279.476775 -21.397725  91347  5.93
279.627980 -23.504893  91405  5.78
279.722502 -21.051871  91438  5.85
279.809558 -47.909767  91461  5.84
279.970060  52.196076  91525  6.00
280.001616  -7.790799  91532  5.82
280.905577 -64.551425  91854  5.76
280.964965  31.926613  91883  5.68
281.200850  37.594615  91973  5.73
281.206677 -25.010914  91974  5.82
281.368187   5.500128  92027  5.82
281.619143  -0.961693  92117  5.89
281.679533  52.987960  92133  5.91
281.680518 -10.125048  92136  5.69
282.157938 -65.077680  92294  5.71
282.222443  19.328720  92312  5.89
282.363934 -45.810100  92367  5.80
282.395816 -43.434102  92382  5.60
282.420647  -5.912863  92391  5.99
282.441308  32.812820  92398  5.93
282.743787  -9.774096  92488  5.82
282.895576  52.975117  92549  5.51
283.113461 -46.595119  92630  5.51
283.431498  36.971721  92728  5.58
283.500382 -21.359845  92747  5.68
283.555197  27.909528  92768  5.64
283.696356  48.859401  92822  5.84
283.718820  33.968576  92833  5.99
283.864358   6.615290  92872  5.58
283.879191 -16.376635  92882  5.56
284.002799 -23.173751  92931  5.91
284.025505  18.105410  92937  5.69
284.107161  65.258084  92969  5.62
284.187711  57.814851  92997  5.67
284.319128   2.535346  93051  5.56
284.507908  38.266188  93104  5.89
284.695517  13.906648  93179  5.91
284.849175 -12.840517  93225  5.51
285.014852 -66.653618  93287  5.98
285.181062  55.658302  93340  5.51
285.322320  26.291411  93393  5.69
285.615317 -24.846826  93498  5.63
285.765855 -19.245686  93537  5.96
285.823735 -38.253147  93552  5.73
285.873539 -68.755544  93574  5.89
285.884387   1.818768  93580  5.82
285.989830 -51.018604  93624  5.93
286.241146  31.744072  93718  5.63
286.421583 -15.660419  93763  5.93
286.657227  28.628595  93843  5.53
286.659992  24.250793  93845  5.78
286.717155 -16.229276  93855  6.00
286.731694 -48.299145  93862  5.95
287.069594 -19.290289  93996  5.56
287.107452  52.425731  94013  5.88
287.490224 -41.892256  94157  5.86
287.941704  31.283456  94311  5.93
288.020959  49.855756  94336  5.85
288.306951 -25.906786  94434  5.79
288.314681 -12.282584  94437  5.51
288.664840 -45.193527  94556  5.91
288.822341  21.232118  94620  5.65
288.833710  15.083651  94624  5.58
288.853582  30.526381  94630  5.88
289.111617  14.544616  94720  5.65
289.129298   4.834795  94727  5.59
289.300971 -66.661048  94789  5.52
289.913950  12.374680  94982  5.53
289.916642 -35.421452  94986  5.59
290.066812  57.645129  95038  5.91
290.158955 -22.402535  95077  5.59
290.462065 -18.308388  95188  5.84
290.589771  -0.252345  95222  5.81
290.985424  43.388171  95352  5.85
291.266843 -29.309359  95456  5.91
291.339974 -13.897130  95485  5.72
291.546009 -15.053251  95557  5.71
291.555192  20.097733  95560  5.60
291.579818 -21.776693  95564  5.57
291.600562  13.023802  95572  5.76
291.619529  19.891493  95582  5.84
291.735342 -29.743225  95619  5.66
291.858158  52.320436  95656  5.73
291.950488 -54.325272  95690  5.70
292.086660   2.930030  95732  5.84
292.237846  24.768723  95785  5.82
292.254118   1.950448  95793  5.79
292.342311  14.596019  95822  5.57
292.349357 -43.445195  95823  5.70
292.795709 -68.433920  95999  5.98
292.830548  50.306706  96014  5.55
292.840090  26.617171  96016  5.89
293.224259 -53.185618  96141  5.76
293.340087 -45.271748  96178  5.59
293.423362  49.262319  96198  6.00
293.535357 -40.034638  96234  5.89
